Wiki_ID,genres
24416479,"['Adventure', 'Action', 'Science Fiction']"
1033297,"['Thriller', 'Adventure', 'Action', 'Science Fiction', 'Horror']"
9105523,"['Drama', 'Romance Film', 'World cinema']"
17594419,"['Drama', 'Romance Film', 'Adventure']"
207680,['Drama']
1858682,"['Comedy', 'Romance Film']"
7235116,"['Drama', 'Thriller', 'Crime', 'Mystery']"
5254729,"['Drama', 'Comedy', 'Romance Film']"
35785312,"['Drama', 'World cinema']"
28178412,[]
13931033,['Comedy']
2172156,"['Drama', 'Action', 'World cinema']"
4783144,"['Comedy', 'Romance Film', 'Indie']"
7583494,"['Drama', 'Romance Film', 'Thriller', 'Crime']"
2642180,"['Drama', 'Romance Film', 'World cinema']"
6004372,"['Drama', 'Comedy', 'Indie', 'Musical']"
22332882,['Drama']
8637169,"['Drama', 'Comedy', 'Indie', 'World cinema', 'Musical']"
856733,"['Comedy', 'Family Film']"
20018854,"['Drama', 'World cinema', 'Musical']"
24021571,"['Drama', 'Comedy', 'Romance Film']"
3341998,['Drama']
1226289,"['Thriller', 'Horror', 'Mystery']"
3475071,"['Drama', 'Action']"
3319645,"['World cinema', 'Documentary']"
19837210,"['Drama', 'Thriller', 'Horror']"
12452237,['Documentary']
7752732,['Comedy']
1307956,"['Drama', 'Comedy', 'Romance Film']"
2216254,"['Drama', 'Romance Film', 'Documentary']"
28530363,"['Drama', 'Comedy', 'Adventure']"
23435357,"['Comedy', 'World cinema', 'Musical']"
30548208,"['Drama', 'Documentary']"
1964091,"['Thriller', 'Action', 'Science Fiction']"
26687336,"['Drama', 'Comedy', 'Romance Film', 'Adventure', 'Action', 'Crime', 'World cinema']"
9404578,"['Comedy', 'Thriller', 'Mystery']"
1094668,"['Drama', 'Romance Film', 'Action', 'World cinema', 'Musical', 'History']"
6721185,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
3917900,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
22358819,"['Drama', 'Adventure', 'Action', 'Science Fiction']"
1748912,"['Drama', 'Thriller', 'Crime', 'Mystery']"
706803,"['Drama', 'Action']"
1851703,"['Drama', 'Romance Film', 'Thriller', 'Crime', 'Mystery']"
3917873,"['Comedy', 'Adventure', 'Science Fiction', 'Family Film', 'Musical']"
5363369,"['Drama', 'Romance Film', 'History']"
7266768,['Comedy']
5596675,['Action']
1033477,"['Drama', 'Thriller', 'Science Fiction', 'Horror']"
24300269,['Drama']
6613755,"['Adventure', 'Action', 'Indie']"
28010827,['Family Film']
6973699,"['Drama', 'Comedy', 'Indie']"
33096336,['Comedy']
22592501,"['Drama', 'Romance Film', 'Thriller', 'Horror']"
1904367,"['Drama', 'Comedy', 'World cinema']"
28542372,"['Comedy', 'Adventure']"
24207129,"['Drama', 'Romance Film']"
8763366,['Comedy']
12771649,"['Drama', 'Indie']"
5884079,"['Thriller', 'Adventure', 'Action', 'Crime']"
15670779,"['Drama', 'Romance Film']"
8316526,['Drama']
817057,"['Thriller', 'Adventure', 'Crime', 'Science Fiction']"
29004995,"['Drama', 'Comedy', 'Romance Film', 'World cinema']"
399402,"['Romance Film', 'Science Fiction', 'Family Film', 'Musical']"
22224559,"['Drama', 'Romance Film', 'Teen']"
8437284,"['Thriller', 'Action', 'Crime', 'World cinema', 'Musical']"
4836072,"['Drama', 'Comedy', 'Romance Film', 'Family Film', 'Musical']"
2121431,"['Drama', 'Comedy', 'Indie']"
6644109,"['Drama', 'World cinema']"
736262,"['Drama', 'Comedy', 'Romance Film', 'Adventure', 'Teen']"
4360088,"['Drama', 'Romance Film', 'World cinema', 'Science Fiction']"
2262277,"['Drama', 'World cinema']"
24292756,"['Thriller', 'Crime', 'Horror', 'Mystery']"
8889869,"['Drama', 'World cinema']"
12095072,['Drama']
27383563,"['Action', 'Science Fiction']"
957179,"['Drama', 'Comedy', 'Indie', 'History']"
3389311,['Drama']
5565338,"['Comedy', 'Adventure', 'Action']"
168571,"['Drama', 'Romance Film', 'Crime', 'Indie']"
6244632,"['Drama', 'Action', 'Teen']"
10990102,"['Drama', 'Adventure', 'Action']"
1231856,"['Drama', 'Romance Film']"
161877,"['Drama', 'Romance Film']"
10858701,"['Drama', 'Romance Film', 'Crime', 'World cinema']"
16645962,"['Adventure', 'Science Fiction']"
5080311,"['Adventure', 'Action', 'Crime']"
5137345,"['Action', 'Indie']"
31636280,"['Drama', 'Romance Film', 'Thriller', 'Crime', 'World cinema', 'Musical']"
2028217,"['Drama', 'Thriller', 'Indie', 'Horror', 'Mystery']"
1141059,"['Drama', 'Thriller', 'Crime', 'Mystery']"
17884388,"['Drama', 'Romance Film', 'World cinema', 'Musical']"
1157158,['Comedy']
3972416,['Action']
803276,"['Drama', 'Thriller', 'Adventure', 'Action', 'World cinema']"
3028248,"['Comedy', 'Romance Film', 'Science Fiction']"
4501185,"['Thriller', 'Adventure', 'Action', 'Science Fiction']"
5877719,"['Comedy', 'Adventure', 'Action', 'Crime']"
3059075,['Comedy']
142274,"['Comedy', 'Adventure', 'Indie', 'Science Fiction']"
31250513,"['Drama', 'Romance Film', 'Indie']"
508985,"['Comedy', 'Romance Film', 'Indie']"
6887098,"['Drama', 'Comedy', 'Adventure', 'Action', 'World cinema']"
5284284,"['Indie', 'Documentary', 'History']"
26149260,"['Comedy', 'Thriller', 'Science Fiction', 'Horror', 'Mystery']"
5049873,"['Drama', 'Comedy', 'Romance Film', 'World cinema', 'History']"
24407838,"['Thriller', 'Indie']"
1871167,"['Drama', 'Comedy', 'Romance Film']"
23593226,"['Drama', 'Romance Film']"
18487239,"['Drama', 'Comedy', 'Science Fiction', 'Family Film', 'Teen']"
1217079,"['Drama', 'History']"
1472852,['Comedy']
6846215,"['Drama', 'Adventure', 'Science Fiction', 'Family Film']"
33938681,"['Drama', 'Documentary']"
22680762,"['Drama', 'Romance Film', 'Thriller', 'World cinema']"
13934307,"['Drama', 'Indie', 'World cinema']"
12180811,"['Drama', 'Romance Film', 'Crime', 'Teen']"
28903478,"['Drama', 'Romance Film', 'Crime', 'Indie']"
24708749,"['Drama', 'Adventure', 'Action']"
5566878,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
32635381,"['Drama', 'Comedy', 'Family Film']"
7838865,['Drama']
36353254,['Comedy']
1480748,"['Drama', 'Comedy', 'Indie', 'Teen']"
250012,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
2023704,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime', 'Mystery']"
1480747,"['Drama', 'Comedy', 'Indie', 'Teen']"
683122,"['Drama', 'Adventure', 'Science Fiction', 'Family Film', 'Musical']"
12136473,"['Drama', 'Comedy', 'Indie']"
9457642,"['Comedy', 'Romance Film']"
10877732,"['Drama', 'Indie']"
31519851,"['Drama', 'Comedy', 'Indie']"
12695008,"['Drama', 'Comedy']"
31646061,"['Drama', 'World cinema', 'Documentary']"
8219325,"['Comedy', 'Adventure', 'Action']"
62688,"['Thriller', 'History']"
24739648,"['Indie', 'Documentary']"
468356,"['Drama', 'Comedy', 'Indie']"
7012138,"['Comedy', 'Adventure', 'Action']"
570743,"['Comedy', 'Romance Film', 'Science Fiction']"
504242,"['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action', 'Science Fiction']"
129295,"['Drama', 'Thriller', 'Horror', 'Mystery']"
13289421,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
256337,"['Comedy', 'Adventure', 'Action', 'Crime']"
25008319,"['Thriller', 'Crime', 'Horror', 'Mystery']"
8987889,"['Drama', 'Comedy', 'Indie', 'Teen']"
5538421,"['Thriller', 'Mystery']"
21132938,"['Drama', 'Thriller', 'Crime', 'Indie', 'World cinema']"
17058062,"['Drama', 'Indie', 'World cinema']"
7792664,"['Drama', 'Romance Film', 'Crime']"
9088886,"['Drama', 'Science Fiction', 'Horror', 'Musical']"
3511253,"['Comedy', 'Adventure', 'Action', 'Crime']"
18164108,"['Drama', 'Indie', 'World cinema']"
1597728,"['Drama', 'Comedy', 'Romance Film']"
183828,"['Drama', 'Thriller', 'Crime', 'Mystery']"
20700559,"['Drama', 'Science Fiction', 'Family Film']"
5329751,"['Drama', 'Adventure', 'Family Film']"
20629940,"['Drama', 'Comedy', 'Romance Film']"
9906067,"['Thriller', 'Adventure', 'Action', 'Crime', 'World cinema']"
2080306,"['Thriller', 'Adventure', 'Action']"
2002258,"['Indie', 'Horror', 'Teen']"
24214688,['Documentary']
1481638,"['Thriller', 'Adventure', 'Science Fiction', 'Horror']"
22683998,"['Science Fiction', 'Family Film']"
16855103,"['Comedy', 'Romance Film']"
16188573,"['Drama', 'Thriller', 'Crime']"
18195027,"['Documentary', 'History']"
8719979,"['Drama', 'Thriller', 'Indie', 'Mystery']"
3158499,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime', 'Horror']"
26554437,"['Comedy', 'Romance Film']"
22578492,"['Drama', 'Comedy']"
4600218,"['Adventure', 'Action']"
31404359,"['Drama', 'Thriller', 'Crime']"
33462582,"['Drama', 'Comedy', 'Romance Film', 'Science Fiction', 'Documentary']"
918886,"['Drama', 'Comedy', 'Adventure', 'Action', 'History']"
1853602,"['Adventure', 'Science Fiction', 'Horror', 'Family Film', 'Mystery']"
1471831,"['Documentary', 'Musical']"
6635945,"['Drama', 'Crime']"
1997513,['Comedy']
4129173,"['Drama', 'Comedy', 'Indie', 'World cinema']"
12509757,"['Drama', 'Romance Film', 'Thriller', 'Science Fiction', 'Horror', 'Mystery']"
6987479,"['Comedy', 'Romance Film']"
2292864,['Comedy']
16949071,"['Comedy', 'Action']"
74871,"['Drama', 'Romance Film', 'Thriller', 'Crime', 'Mystery']"
685987,['Comedy']
8499528,['Comedy']
6368900,"['Drama', 'Musical']"
1663320,"['Comedy', 'Romance Film', 'Science Fiction']"
74868,['Drama']
28405178,"['Drama', 'Comedy']"
1111223,"['World cinema', 'Science Fiction']"
22271345,['Comedy']
1702604,"['Drama', 'Thriller', 'Crime', 'Mystery']"
4605171,"['Comedy', 'Family Film']"
3767179,['Drama']
29733028,"['Drama', 'Comedy']"
29019687,"['Drama', 'Romance Film', 'Thriller', 'Crime', 'World cinema']"
6332837,"['Adventure', 'Action']"
10594693,"['Drama', 'Romance Film']"
22486844,"['Drama', 'Comedy', 'Indie']"
8695,"['Drama', 'Comedy']"
21811775,['Family Film']
14291637,"['Comedy', 'Romance Film', 'Adventure', 'Action']"
9244646,"['Drama', 'Comedy', 'Romance Film', 'World cinema']"
2349235,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime', 'World cinema']"
6839059,['Comedy']
1295686,"['Comedy', 'Horror']"
275547,"['Drama', 'Documentary', 'Musical']"
13945288,['Drama']
4703636,"['Thriller', 'Horror', 'Mystery']"
28042876,"['Comedy', 'Adventure', 'Science Fiction', 'Family Film']"
1878054,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime', 'World cinema']"
6114774,"['Drama', 'Comedy', 'Romance Film', 'Thriller', 'Crime']"
31351,"['Drama', 'Adventure', 'Documentary']"
31338636,"['Thriller', 'Action', 'Crime']"
6823327,"['Drama', 'Indie']"
3176181,"['Drama', 'Thriller', 'Indie']"
33068811,['Comedy']
1456329,"['Comedy', 'Adventure', 'Science Fiction', 'Family Film', 'Musical']"
8545243,['Drama']
25359124,"['Comedy', 'Indie']"
649185,['Comedy']
12585204,"['Drama', 'Romance Film']"
20674415,"['Drama', 'Crime']"
1488066,"['Drama', 'Comedy', 'Romance Film']"
5083659,"['Comedy', 'Thriller', 'Crime']"
30575,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']"
4278437,"['Adventure', 'Science Fiction', 'Family Film']"
685721,"['Comedy', 'Indie', 'Horror']"
685720,"['Drama', 'Romance Film']"
142443,"['Drama', 'Romance Film', 'World cinema', 'Documentary', 'Musical']"
8964541,"['Drama', 'Comedy', 'Romance Film', 'Documentary']"
32130401,"['Comedy', 'Indie', 'World cinema']"
43307,"['Drama', 'Thriller', 'Adventure', 'Action', 'History']"
366111,"['Drama', 'Comedy', 'Romance Film', 'Science Fiction']"
1249019,"['Comedy', 'Indie', 'Science Fiction', 'Horror']"
3619129,"['Drama', 'World cinema']"
8997652,"['Thriller', 'Adventure', 'Action']"
7421446,"['Adventure', 'Family Film']"
25871790,"['Comedy', 'Romance Film', 'Thriller', 'Indie', 'Science Fiction', 'Horror', 'Mystery']"
6449600,"['Comedy', 'Indie', 'World cinema']"
7482786,"['Drama', 'Romance Film', 'World cinema']"
32605438,['Horror']
5612517,"['Drama', 'World cinema']"
445066,"['Comedy', 'Thriller', 'Adventure', 'Action', 'Crime', 'Science Fiction']"
4340789,"['Drama', 'Romance Film', 'Indie']"
4788925,['Drama']
7471088,"['Drama', 'Romance Film', 'History']"
31958696,"['Drama', 'Action', 'Documentary']"
46505,"['Comedy', 'Romance Film', 'Indie']"
8831231,"['World cinema', 'Documentary', 'History']"
3112996,"['Science Fiction', 'Horror', 'Family Film']"
992455,"['Drama', 'Romance Film', 'Horror']"
1717731,"['Drama', 'Comedy', 'Romance Film']"
15877215,"['Drama', 'Comedy', 'Romance Film', 'World cinema']"
770083,"['Drama', 'Romance Film', 'Documentary', 'Musical']"
8850105,"['Drama', 'Comedy', 'Romance Film']"
2651593,"['Drama', 'Romance Film', 'World cinema']"
30854972,"['Drama', 'Adventure', 'Action', 'Science Fiction']"
1282593,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
4825726,"['Thriller', 'Adventure', 'Action', 'Crime', 'World cinema']"
7601466,"['Drama', 'World cinema', 'Horror']"
13572405,"['Thriller', 'Mystery']"
36088550,"['Drama', 'History']"
2100492,"['Drama', 'Romance Film', 'Adventure', 'Action']"
4404828,"['Drama', 'Comedy']"
23734853,"['Drama', 'Comedy', 'Indie']"
161452,"['Drama', 'Thriller', 'Adventure', 'Action', 'Mystery']"
30856194,['Comedy']
993791,"['Drama', 'World cinema', 'Documentary', 'History']"
19554890,"['Thriller', 'Science Fiction', 'Horror']"
113454,"['Drama', 'Comedy', 'Romance Film', 'Adventure', 'Action', 'Crime']"
33444713,['Drama']
5955514,"['Comedy', 'Thriller', 'Adventure', 'Action', 'Crime']"
6961461,"['Drama', 'Romance Film', 'History']"
3727473,"['Drama', 'Thriller', 'Action', 'Indie']"
680361,"['Drama', 'Romance Film', 'Indie', 'Musical', 'Teen']"
19787914,"['Comedy', 'Thriller', 'Horror', 'Mystery', 'Teen']"
33656303,"['Thriller', 'Horror']"
5274269,"['Drama', 'Comedy', 'Romance Film', 'World cinema', 'Musical']"
359571,"['Drama', 'Thriller', 'Crime', 'Mystery']"
22144721,"['Thriller', 'Adventure', 'Action', 'Science Fiction']"
5366212,['Comedy']
5118135,"['Drama', 'Comedy']"
19024526,"['Drama', 'Thriller', 'Indie', 'World cinema', 'Science Fiction', 'Horror']"
9383995,"['Drama', 'Comedy', 'Indie', 'World cinema']"
2609169,"['Drama', 'Comedy', 'Crime', 'Family Film']"
23095277,['Thriller']
3710183,"['Drama', 'Action', 'Crime', 'World cinema', 'Documentary']"
2539874,"['Drama', 'Adventure', 'Action', 'History']"
20430909,"['Drama', 'Comedy', 'Romance Film', 'World cinema']"
142457,"['Drama', 'Thriller', 'Crime', 'Mystery']"
10915095,"['Comedy', 'Romance Film', 'Family Film']"
186856,"['Thriller', 'Indie', 'Horror', 'Mystery']"
13863939,['Horror']
15724834,"['Drama', 'Thriller']"
92582,"['Drama', 'Adventure', 'Action']"
4515396,"['Thriller', 'Adventure', 'Action', 'Family Film']"
31839719,"['Drama', 'Comedy']"
607444,"['Drama', 'Comedy', 'Romance Film', 'Science Fiction']"
19419882,"['Drama', 'Action', 'History']"
8983787,"['Drama', 'Family Film']"
3478537,"['Drama', 'Romance Film', 'Adventure', 'Action', 'World cinema', 'Musical']"
1380313,['Comedy']
27850628,"['Drama', 'Romance Film', 'World cinema']"
2941852,"['Comedy', 'Family Film']"
25681893,['Comedy']
1199638,"['Drama', 'Comedy', 'Indie']"
6446044,"['Thriller', 'Adventure', 'Action']"
8450339,"['Comedy', 'World cinema']"
22523378,"['Thriller', 'Crime', 'Indie']"
365039,"['Comedy', 'Romance Film', 'Adventure', 'Action']"
6698816,"['Drama', 'Indie']"
3662683,['Comedy']
16850955,"['Drama', 'Romance Film', 'Adventure', 'Action', 'World cinema']"
28763446,"['Drama', 'Thriller', 'Adventure', 'Action']"
24251542,"['Drama', 'Adventure', 'Action']"
30459784,"['Comedy', 'Adventure', 'Action']"
2476317,"['Thriller', 'Adventure', 'Action', 'Crime']"
11448113,['Comedy']
4515733,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
18850187,"['Thriller', 'World cinema', 'Horror', 'Musical']"
6179154,"['Drama', 'Romance Film', 'Indie']"
2296056,"['Drama', 'Comedy', 'Adventure', 'Action', 'Science Fiction', 'Family Film', 'Teen']"
31972917,['Horror']
999394,"['Comedy', 'Adventure', 'Action', 'Science Fiction']"
4110795,"['Drama', 'Comedy', 'Thriller', 'Action', 'Crime', 'Indie']"
31417999,"['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action', 'Crime']"
4949401,"['Drama', 'Comedy', 'Romance Film', 'Family Film']"
24158189,"['Drama', 'Romance Film']"
3984733,['Drama']
226198,"['Drama', 'Comedy', 'Romance Film']"
4669663,"['Drama', 'Comedy', 'Teen']"
2795282,"['Drama', 'Thriller', 'Action', 'Crime', 'Science Fiction']"
9974375,['Drama']
13375877,"['Drama', 'Documentary', 'Musical']"
34821308,['Comedy']
34537226,"['Drama', 'Comedy']"
7081414,"['Drama', 'Romance Film', 'Indie']"
944471,"['Drama', 'Family Film', 'Musical']"
102026,"['Drama', 'Comedy', 'Musical']"
4213154,"['Drama', 'Romance Film', 'World cinema']"
5207475,"['Drama', 'Romance Film', 'World cinema']"
7771844,"['Drama', 'Thriller', 'Mystery']"
26138411,"['Thriller', 'Adventure', 'Action', 'Horror']"
703687,"['Drama', 'Romance Film', 'Indie']"
8464511,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
971217,"['Thriller', 'Crime', 'Mystery']"
19245641,"['Drama', 'Documentary', 'History']"
9478308,"['Drama', 'Indie']"
13031234,"['Drama', 'Romance Film', 'Crime', 'Musical']"
19282469,"['Drama', 'Documentary']"
4054638,"['Drama', 'Romance Film', 'Indie']"
1032643,"['Comedy', 'Romance Film', 'Horror', 'Teen']"
29097142,['Comedy']
476640,['Comedy']
24624474,"['Science Fiction', 'Family Film']"
4165797,"['Drama', 'Romance Film']"
2043990,"['Comedy', 'Adventure', 'Action', 'Crime']"
545187,"['Drama', 'Thriller', 'Adventure', 'Action']"
4783203,"['Drama', 'Romance Film', 'Teen']"
3654133,"['Drama', 'Romance Film', 'Crime', 'World cinema']"
492540,"['Comedy', 'Adventure', 'Science Fiction']"
2964227,"['Drama', 'Adventure', 'Indie', 'World cinema']"
4186478,['Horror']
12930932,"['Comedy', 'Romance Film']"
14104063,"['Drama', 'Comedy']"
8204853,"['Comedy', 'Thriller', 'Adventure', 'Action', 'Crime']"
7513196,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
277710,"['Comedy', 'Romance Film', 'Crime']"
7658324,"['Comedy', 'Indie', 'Family Film']"
909664,"['Drama', 'Crime']"
4123241,"['Comedy', 'Romance Film', 'Indie']"
682275,"['Drama', 'Comedy', 'Romance Film', 'Science Fiction', 'Family Film']"
146947,"['Drama', 'Adventure', 'Action', 'Science Fiction']"
22751,"['Drama', 'Romance Film', 'Thriller', 'Mystery']"
277713,"['Comedy', 'Adventure', 'Action', 'Science Fiction']"
29053990,"['Drama', 'Romance Film', 'Thriller', 'Indie', 'Horror']"
27063955,"['Drama', 'Comedy', 'Adventure', 'Action', 'Indie']"
14421091,"['Thriller', 'Adventure', 'Action', 'Science Fiction', 'Horror', 'Family Film']"
26463418,"['Drama', 'Romance Film', 'World cinema']"
32234047,"['Drama', 'Adventure', 'Action']"
2847874,"['Drama', 'Adventure', 'Action', 'World cinema']"
5186050,['Documentary']
24672079,"['Drama', 'Comedy', 'Romance Film']"
11894802,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
441280,"['Comedy', 'Adventure', 'Action', 'Science Fiction']"
2501824,"['Drama', 'Comedy']"
20040056,"['Drama', 'Comedy', 'Action', 'Crime', 'World cinema', 'Musical']"
3829543,"['Comedy', 'Adventure']"
5778040,"['Drama', 'Comedy', 'Romance Film', 'Thriller', 'Action', 'World cinema', 'Musical']"
31349941,"['Drama', 'Crime', 'Family Film', 'Mystery']"
2448736,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
3610168,['Musical']
23982633,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime']"
9169267,"['Drama', 'Indie', 'World cinema']"
6781858,"['Comedy', 'Science Fiction']"
16395026,"['Comedy', 'Romance Film']"
31614378,"['Drama', 'Comedy', 'Thriller', 'Crime', 'Indie']"
18535585,"['Thriller', 'World cinema']"
6480541,"['Drama', 'Action']"
20402406,"['Drama', 'Thriller', 'Adventure', 'Action', 'Science Fiction', 'Horror']"
28722503,"['Thriller', 'Horror', 'Teen']"
3343617,"['Drama', 'Science Fiction', 'Family Film']"
32258845,"['Drama', 'Comedy', 'Action']"
4940876,"['Comedy', 'Crime']"
1424739,"['Drama', 'Comedy', 'Romance Film', 'Crime', 'World cinema', 'Musical']"
5812844,"['Drama', 'Romance Film', 'Adventure']"
22558707,"['Comedy', 'Horror', 'Teen']"
5824039,"['Comedy', 'Action']"
1749093,"['Drama', 'Romance Film', 'Adventure', 'Family Film']"
29373289,"['Drama', 'Comedy', 'Family Film']"
2117473,"['Comedy', 'Family Film', 'Musical']"
27451281,"['Comedy', 'Adventure', 'Action']"
20479465,"['Comedy', 'World cinema', 'Musical']"
12267883,"['Drama', 'Comedy', 'Indie']"
2045991,"['Drama', 'Comedy', 'Romance Film', 'Crime', 'Indie', 'Teen']"
20864101,"['Comedy', 'Romance Film', 'World cinema']"
1638112,['Drama']
4191487,"['Drama', 'Comedy', 'Romance Film']"
23318059,"['Drama', 'Comedy', 'Romance Film', 'Indie']"
314406,"['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action', 'Crime']"
35211335,"['Drama', 'Documentary']"
34513262,"['Thriller', 'Action']"
8620409,"['Drama', 'Thriller', 'Crime', 'Indie', 'Mystery']"
1829909,"['Drama', 'Romance Film', 'World cinema', 'Musical']"
21845518,"['Drama', 'Thriller', 'Crime']"
2243660,"['Comedy', 'Adventure', 'Action']"
61501,"['Comedy', 'Romance Film', 'Musical']"
2352505,"['Action', 'Horror']"
2772142,"['Drama', 'Comedy', 'Indie']"
3450583,"['Drama', 'Romance Film', 'Indie', 'Musical']"
6085266,"['Thriller', 'Adventure', 'Action']"
1136182,"['Drama', 'Family Film']"
25111734,"['Drama', 'Romance Film', 'Indie']"
6342627,"['Drama', 'Thriller', 'Crime']"
2485103,"['Drama', 'Thriller', 'Adventure', 'Action', 'Crime', 'Indie', 'Mystery']"
14445747,"['Drama', 'Thriller', 'World cinema']"
13980546,"['Comedy', 'Indie', 'Science Fiction', 'Family Film']"
532618,"['Comedy', 'Horror', 'Teen']"
4083138,"['Thriller', 'Horror']"
24984104,"['Drama', 'World cinema']"
19163173,"['Comedy', 'Romance Film', 'Adventure', 'Action', 'Family Film']"
6976850,"['Drama', 'Action', 'Science Fiction']"
12240357,"['Documentary', 'History']"
26514248,"['Drama', 'Romance Film', 'Thriller']"
11508746,"['Drama', 'Thriller', 'Adventure', 'Action']"
20019382,"['Drama', 'Crime']"
920613,"['Comedy', 'Adventure', 'Family Film']"
2372994,"['Drama', 'Thriller', 'Crime', 'Mystery']"
10499315,"['Drama', 'Comedy']"
4972125,"['Drama', 'Romance Film', 'World cinema', 'Documentary']"
22318957,"['Drama', 'Thriller', 'Adventure', 'Action', 'Science Fiction']"
24365531,"['Drama', 'Comedy', 'World cinema', 'Documentary']"
287408,"['Thriller', 'Crime', 'Indie', 'Mystery']"
6954370,"['Drama', 'Comedy', 'Romance Film']"
4179778,"['Drama', 'Comedy', 'Science Fiction']"
2037403,"['Drama', 'Indie', 'Musical']"
1047447,['Drama']
60164,"['Drama', 'Science Fiction', 'Family Film']"
9105327,"['Drama', 'History']"
2350630,"['Thriller', 'Adventure', 'Action', 'Crime']"
2200771,"['Drama', 'Romance Film', 'Thriller', 'Adventure', 'Crime']"
9470281,"['Drama', 'Romance Film', 'Indie']"
7330661,"['Comedy', 'Family Film']"
10061978,"['Drama', 'Thriller', 'Action', 'History']"
1356982,"['Drama', 'Comedy', 'Romance Film']"
3934285,"['Drama', 'Comedy', 'Adventure', 'Family Film', 'Teen']"
1073955,"['Drama', 'Comedy']"
2467794,['Comedy']
3920193,"['Drama', 'Thriller', 'Crime']"
3936740,"['Romance Film', 'Thriller', 'Crime', 'World cinema']"
4143719,"['Drama', 'Comedy']"
8565995,"['Comedy', 'Science Fiction', 'Horror']"
2528212,"['Drama', 'Thriller', 'History']"
2082089,"['Drama', 'Comedy', 'Thriller', 'Adventure', 'Action', 'Crime', 'Mystery']"
10328139,"['Drama', 'Comedy', 'Romance Film', 'Adventure', 'Action', 'Crime', 'Indie']"
8695943,"['Drama', 'Romance Film', 'Thriller', 'Crime', 'World cinema', 'Musical']"
31136,"['Indie', 'Documentary', 'History']"
32580654,['Romance Film']
17437489,"['Drama', 'Indie']"
