tconst,Wiki_ID,Name,Freebase_ID,Release_Date
tt0219998,31025540,el recuerdo de aquella noche,/m/0ggbmh0,1945
tt0107978,1940449,robocop 3,/m/067p6m,1993
tt0163566,18496109,the stranger,/m/04f57qz,2000
tt0392023,5384210,gagamboy,/m/0djfnq,2004
tt2378334,6795107,aval varuvala,/m/0gp9cf,1998
tt0040744,30109815,rogues' regiment,/m/0b447t7,1948
tt0251569,20433908,adhikar,/m/04zw7qc,1971
tt0065825,27365295,hell boats,/m/0bb_l75,1970
tt0865556,6703617,the forbidden kingdom,/m/0gj6pd,2008
tt0427342,14294670,heart of the storm,/m/03c_p7d,2004
tt1031215,6367133,behind the mask,/m/0g2q1q,2006
tt0079094,21737016,eagle's wing,/m/05mvk68,1979
tt1132135,19389755,asylum seekers,/m/04mzmq8,2009
tt0024199,29851917,jungle bride,/m/0fp_576,1933
tt0078346,362719,superman,/m/01_mdl,1978
tt0461472,2870618,boy called twist,/m/0882lf,2004
tt0161292,21271533,bleeder,/m/05f9k7r,1999
tt0144023,18821340,yatrik,/m/04gjk6_,1952
tt0057261,7696753,lord of the flies,/m/0kvfd1,1963
tt6793656,32148709,dhan dhana dhan,/m/0gw_sxm,2011
tt0064359,28327554,the gamblers,/m/0cnxf8t,1970
tt0081764,17379289,without warning,/m/043qtrq,1980
tt0028176,23066641,rhodes of africa,/m/064n1xv,1936
tt0219224,10705531,on the beach,/m/02qmrx5,2000
tt0120373,4459059,trial and error,/m/0c3lr0,1997
tt0101283,6471697,ajooba,/m/0g6kwp,1991
tt0152930,413207,taxi,/m/025cm9,1998
tt0396271,4069274,when will i be loved,/m/0bghc4,2004
tt0102517,3681139,necessary roughness,/m/09v460,1991
tt0380349,35923481,l'enquete corse,/m/0jwwwz2,2004
tt0082708,11013589,der mann im pyjama,/m/02qy2q7,1981
tt0035361,26205476,song of the islands,/m/0b777gn,1942
tt0443436,5685826,the aviary,/m/0d_2j2,2005
tt0026711,24234630,midnight phantom,/m/07kbmgf,1935
tt0408236,5549065,sweeney todd: the demon barber of fleet street,/m/0ds11z,2007
tt0271748,14543900,raju chacha,/m/03d76w1,2000
tt0064095,22644083,de blanke slavin,/m/05znvsh,1969
tt0103939,171058,chaplin,/m/016z5x,1992
tt0119807,2608958,nothing to lose,/m/07rf_1,1997
tt1202517,21618909,barah aana,/m/05m_4m6,2009
tt0053651,26624119,beyond the time barrier,/m/0bh9t6p,1960
tt0087298,2546429,friday the 13th: the final chapter,/m/07m7j8,1984
tt0023512,25947106,the stoker,/m/0b6kpmq,1932
tt0198683,9916335,la maestra enamorada,/m/06_y8td,1961
tt0029994,2596816,cipher bureau,/m/0b6yhq2,1938
tt1400528,20553214,mon mane na,/m/051yg_8,2008
tt0448424,3927698,il cuore nel pozzo,/m/0b74vn,2005
tt0142393,31686022,i'm losing you,/m/04j35n6,1998
tt0101412,24416479,beastmaster 2: through the portal of time,/m/07s7_c0,1991
tt0039410,31021783,the gangster,/m/09rfs9q,1947
tt0082017,14773122,amy,/m/03gxj7d,1981
tt0067236,36166216,l'iguana dalla lingua di fuoco,/m/0k0dxfx,1971
tt0075825,20904045,chala murari hero banne,/m/05b5q_n,1977
tt0017850,14881706,the enemy,/m/03h08vb,1927
tt1496884,32584198,spiderhole,/m/0h1fzpv,2010
tt0093194,31613768,hip hip hurra!,/m/0b_lj9b,1987
tt0126857,24053482,daughters,/m/07kg7s3,1997
tt0235963,11252861,akashdeep,/m/02r553z,1965
tt0058772,32345990,ziddi,/m/0crtb7j,1964
tt0014459,13911991,a sereia de pedra,/m/03cn0rs,1923
tt0120804,1033297,resident evil,/m/0401sg,2002
tt0045229,21236198,thief of damascus,/m/05c4c72,1952
tt0114129,9105523,picture bride,/m/027xtwf,1994
tt0126226,31025770,la cabeza de pancho villa,/m/0gg6hp6,1957
tt0246007,25393275,kodama simham,/m/09k695y,1990
tt0039437,17594419,green dolphin street,/m/0463ncn,1947
tt0110638,207680,nell,/m/01dh6f,1994
tt0004942,36422018,the battle cry of peace,/m/0bbr0sm,1915
tt0261167,27667647,pelli naati pramanalu,/m/0c41tt3,1958
tt0044916,1858682,monkey business,/m/061nbd,1952
tt0072260,33006259,the teacher,/m/04j1p15,1974
tt0113759,12802045,the man with the perfect swing,/m/02x5kcd,1995
tt8942852,33559533,dharma seelan,/m/04j0kr8,1993
tt0094008,7235116,someone to watch over me,/m/0kv17w,1987
tt0466839,5254729,i could never be your woman,/m/0db2z1,2007
tt0062177,5007743,ram aur shyam,/m/0czkzx,1967
tt0059250,2051395,the hallelujah trail,/m/06hp9q,1965
tt0050229,24291753,the careless years,/m/07s4ql2,1957
tt1263704,20648586,stanley kubrick's boxes,/m/051yy2f,2008
tt0027951,7447592,mayerling,/m/0kv7sv,1936
tt0039647,3865579,my wild irish rose,/m/0bj5037,1947
tt0013629,14558212,the spanish jade,/m/03d7wmt,1922
tt1918969,32494263,amar bondhu rashed,/m/0h1gj9k,2011
tt0011891,34169001,you never can tell,/m/08p40j7,1920
tt0196632,22697314,inherit the wind,/m/05zkfkf,1999
tt0056040,9879162,gritos en la noche,/m/02pvqww,1962
tt0369204,35516437,aasegobba meesegobba,/m/0j9n8zq,1990
tt0007972,29513277,de forldrelse,/m/0ds31zh,1917
tt1477171,35785312,amador,/m/0gf8mz8,2010
tt0041379,28360743,fools rush in,/m/0crf0rp,1949
tt1698537,28178412,mamarazzi,/m/0cnxmjr,2010
tt0175467,9857888,el barco sale a las diez,/m/06_yd1q,1948
tt0027037,30551885,squibs,/m/0g9ycs0,1935
tt0138464,20634623,george and mildred,/m/05246np,1980
tt0315389,35962988,chhote sarkar,/m/0j_7d9h,1974
tt0933033,13931033,o homem que desafiou o diabo,/m/03cnkmw,2007
tt0237376,2172156,kireedam,/m/06s6m_,1989
tt0035766,14109452,crime doctor,/m/03ctywl,1943
tt0428579,4783144,suburban girl,/m/0cn2s5,2007
tt0046799,4058835,boot polish,/m/0bfzz0,1954
tt0430063,7583494,ethan mao,/m/0kvbsw,2004
tt1371712,16183379,fairytale of kathmandu,/m/03wc5v0,2007
tt0287152,24282238,yamraaj,/m/07s7rx2,1998
tt0189630,2642180,kadosh,/m/07ts2f,1999
tt0023899,12384049,college coach,/m/02w28mv,1933
tt0370279,15858518,anbe vaa,/m/03nx6f8,1966
tt0062287,29016627,some may live,/m/0dgqlc1,1967
tt0104290,16572418,forever,/m/03yc76n,1992
tt0116442,6004372,grace of my heart,/m/0fk60h,1996
tt0068732,4473622,images,/m/0c4fjm,1972
tt0021917,10366326,god's gift to women,/m/02q9jx_,1931
tt0058155,2093270,the gorgon,/m/06lnkr,1964
tt0064840,22332882,the prime of miss jean brodie,/m/05sy5dr,1969
tt0111199,11686007,sioux city,/m/02rnyyt,1994
tt0201602,9857879,estrellita,/m/06_yd16,1947
tt0052706,9384481,count your blessings,/m/0286qw2,1959
tt0280696,8637169,garage days,/m/027b_lp,2002
tt0019074,7731853,"laugh, clown, laugh",/m/026b79y,1928
tt0054710,21752299,by love possessed,/m/05mrgyy,1961
tt0058586,856733,a shot in the dark,/m/03hq88,1964
tt0025720,36320373,riptide,/m/09vv2_y,1934
tt0031045,8887199,the angels wash their faces,/m/027nccj,1939
tt1074201,20018854,it's breaking news,/m/04y6hf1,2007
tt0067741,76345,shaft,/m/0k47y,1971
tt0174273,28858056,tortura nadziei,/m/0ddd6gs,1969
tt1407061,24021571,just wright,/m/07kbj2s,2010
tt0042477,3341998,"francesco, giullare di dio",/m/096rnf,1950
tt0115750,11696799,breaking the surface: the greg louganis story,/m/04j2ftt,1997
tt0044420,4926447,the big trees,/m/0cvh_c,1952
tt0254179,10594195,betaab,/m/02qjr0p,1983
tt0163983,1226289,bless the child,/m/04k12v,2000
tt0242309,20579729,bhagwan parshuram,/m/05222wb,1970
tt0015312,20393685,secrets,/m/04zz4c7,1924
tt0010103,29273489,eyes of youth,/m/0drz263,1919
tt0252221,35987606,alibaba aradajanu dongalu,/m/0j_324m,1994
tt4243196,26726624,bangali babu,/m/0bmhglz,2002
tt0051112,22643877,trouwe kameraden,/m/05zmwh6,1957
tt0014007,30351781,the drums of jeopardy,/m/0g5sly2,1923
tt0107889,3475071,the program,/m/09fgyt,1993
tt0321376,3319645,balseros,/m/095kx7,2002
tt0045248,23688100,toto e le donne,/m/06zjwmh,1952
tt0062979,2450188,flesh,/m/0d_csz,1968
tt0028516,26860201,wolf's clothing,/m/0bmbq75,1936
tt0121442,34336017,koko flanel,/m/0hzp0wh,1990
tt0028216,44218,san francisco,/m/0c1p3,1936
tt0053559,1135297,13 ghosts,/m/04993j,1960
tt0430895,7882413,aurore,/m/026hfp8,2005
tt0374180,19837210,romasanta,/m/04q31n1,2004
tt0077952,9215946,movie movie,/m/0280lhm,1978
tt0291891,29024029,ente mohangal poovaninju,/m/0dgp_sx,1982
tt0109739,7014201,ernest goes to school,/m/0h09nh,1994
tt0186344,30744671,men who have made love to me,/m/0gfdj0w,1918
tt0013759,15948971,white eagle,/m/03qh_mj,1922
tt0093166,12452237,heaven,/m/02w6ldz,1987
tt0018859,15790701,eagle of the night,/m/03nt_q7,1928
tt0068774,24732078,journey,/m/0807778,1972
tt0790804,7752732,the comebacks,/m/0kvgjd,2007
tt0896909,11220896,baba kalyani,/m/02r4288,2006
tt0183879,31457076,the test,/m/0gk_rh_,1935
tt0154413,19576505,dil daulat duniya,/m/04n5hd2,1972
tt0078907,20271784,les bronzes font du ski,/m/04zz4cy,1979
tt0416984,19961614,misafa lesafa,/m/04yg1fk,2004
tt6823322,9678161,maanbumigu maanavan,/m/02pnx7c,1996
tt0114872,31633054,voodoo,/m/04j03bn,1995
tt0369446,20581194,ganga tera pani amrit,/m/05220ql,1971
tt0784810,4038269,before the light turns green,/m/0bdwr5,2000
tt0907618,7082486,aadavari matalaku ardhalu verule,/m/0h39yl,2007
tt0024915,21209475,british agent,/m/05b_rv_,1934
tt0117201,1957472,norma jean & marilyn,/m/068xdw,1996
tt0021920,9086301,goldie,/m/027x4qz,1931
tt0360051,31196941,suryaa: an awakening,/m/0gjct08,1989
tt0368658,1307956,stage beauty,/m/04rq8l,2004
tt1613110,20694087,kanden kadhalai,/m/051w_vb,2009
tt0113463,2216254,jefferson in paris,/m/06wmyc,1995
tt1441912,28530363,the way,/m/0crs5bt,2010
tt0402178,10972420,final solution,/m/02qwsng,2004
tt1343362,23435357,do knot disturb,/m/06w7l0s,2009
tt1007029,30548208,the iron lady,/m/0g9wdmc,2011
tt0082237,29499560,dawn of the mummy,/m/0cs0w8k,1981
tt1820446,27064671,four friends,/m/0bs1p_v,2010
tt0053354,4002677,the 39 steps,/m/0bb_jr,1959
tt0435705,1964091,next,/m/069dl1,2007
tt0191185,9855335,los hombres las prefieren viudas,/m/06_yckp,1943
tt1773109,26687336,yamla pagla deewana,/m/0bmh28z,2011
tt0007149,7985961,the other side of the door,/m/026mh5j,1916
tt0246934,28330207,"slunce, seno a par facek",/m/0cp13g0,1989
tt0030341,9404578,the lady vanishes,/m/0287gvq,1938
tt0006027,30066955,the seven sisters,/m/0g58r53,1915
tt1685531,30542622,hattie,/m/0g9ypwc,2011
tt0249371,1094668,asoka,/m/045hxr,2001
tt0493027,7267251,moonshine,/m/0kv2ly,2006
tt0109913,6721185,go fish,/m/0gkjmf,1994
tt0445946,3917900,the contract,/m/0b6qmv,2006
tt0236010,15388340,a banda das velhas virgens,/m/03m6vb2,1979
tt0160611,1378672,ordinary decent criminal,/m/04xzt0,2000
tt0008004,34131426,the girl without a soul,/m/0hr535b,1917
tt0032445,22643691,ergens in nederland,/m/05zmg39,1940
tt0101294,30729485,alice through the looking glass,/m/04j0z21,1987
tt0271383,32789457,o auto da compadecida,/m/0h3pq8x,2000
tt0254982,24272584,bala nagamma,/m/07s5qhf,1942
tt0800320,22358819,clash of the titans,/m/05szq8z,2010
tt0058262,1748912,the killers,/m/05sxb6,1964
tt0121334,9855320,la guerra la gano yo,/m/06_yck7,1943
tt0119173,706803,g.i. jane,/m/034f7w,1997
tt1068228,32804099,cinta pertama,/m/0h3r5f3,2006
tt0094165,29508267,too outrageous!,/m/0fph2t0,1987
tt0787498,5933936,not like everyone else,/m/0ff79r,2006
tt0042784,20206687,never a dull moment,/m/04ygt38,1950
tt0120834,1851703,snow falling on cedars,/m/060__7,1999
tt0025893,9201207,the thundering herd,/m/02801ry,1933
tt0071096,20437960,the abdication,/m/04zxcwj,1974
tt0062803,3917873,chitty chitty bang bang,/m/0b6qm3,1968
tt0080157,5363369,yanks,/m/0dhh3h,1979
tt1640202,26890096,cok filim hareketler bunlar,/m/0bmf535,2010
tt0119644,7266768,meet wally sparks,/m/0kv2l4,1997
tt0417202,5596675,tito,/m/0dvdlf,2004
tt0045077,444919,the redhead from wyoming,/m/02991z,1953
tt0059252,3670013,harlow,/m/09thsq,1965
tt0335121,1033477,godsend,/m/040280,2004
tt0089950,27498733,sac de noeuds,/m/0c02d3k,1985
tt0096294,24300269,track 29,/m/07s52n0,1988
tt0045838,24257335,the great game,/m/07s4t6f,1953
tt0099155,6613755,bloodfist ii,/m/0gdt5f,1990
tt0065718,18848111,die feuerzangenbowle,/m/04gq9wm,1970
tt1646926,28010827,open season 3,/m/0c3tkft,2010
tt1291643,33152192,niloofar,/m/04mw1fm,2008
tt2076844,34536797,ethel,/m/0j24jlc,2012
tt0083168,14710585,tanya's island,/m/03gtyp3,1980
tt0049152,1097249,don't knock the rock,/m/045rsk,1956
tt0092559,6973699,and god created woman,/m/0gzfhh,1988
tt0210714,23028763,the golden spiders: a nero wolfe mystery,/m/064q4vh,2000
tt0304628,23753154,resin,/m/06zsxx8,2001
tt0052136,34694618,du rififi chez les femmes,/m/0j3g2jk,1959
tt1588334,33096336,"jeff, who lives at home",/m/0h66h0p,2011
tt0046673,5181423,aar-paar,/m/02r4xq0,1954
tt0057504,9899642,live it up!,/m/02pwbyx,1963
tt0248673,21132951,aparan,/m/05b_726,1988
tt0036135,7154611,the man in grey,/m/0h74xd,1943
tt2109200,33459944,shakal pe mat ja,/m/0h94_ry,2011
tt1346961,22592501,the eclipse,/m/05zptkl,2009
tt0100557,1904367,das schreckliche madchen,/m/0652hq,1990
tt0370919,28542372,magyar vandor,/m/0cz9fqw,2004
tt0022246,9104619,palmy days,/m/027xs8k,1931
tt0035335,20695394,silver queen,/m/051_7dt,1942
tt0076445,21312403,nene,/m/05fbcvt,1977
tt1315981,24207129,a single man,/m/07l50_1,2009
tt1207998,28400904,typeface,/m/0crh665,2009
tt0044637,31337689,the frightened man,/m/0gjdp3n,1952
tt0425656,25736891,wrestling,/m/09v4kv1,2008
tt0141996,7280802,wolfman,/m/0kv3j3,1979
tt0032811,1533733,the mortal storm,/m/058q8s,1940
tt0005163,34061686,the cub,/m/0hrb264,1915
tt0418698,10706435,ganga ki lahren,/m/02qms_7,1964
tt0020731,29119625,canaries sometimes sing,/m/0dlmyyq,1930
tt0033389,5464664,billy the kid,/m/0dn17z,1941
tt2014305,32529406,ninnishtam ennishtam 2,/m/0h1gv84,2011
tt0030457,27290119,mollenard,/m/0by1xrt,1938
tt0052005,24051028,no time for sergeants,/m/07kgp1w,1958
tt0084171,8763366,jekyll and hyde... together again,/m/027hx6p,1982
tt0026922,17711304,rendezvous,/m/047n81_,1935
tt0245682,7876902,abhilasha,/m/026h68f,1983
tt0011025,34366440,the breath of the gods,/m/0h_dhx4,1920
tt0038126,24009114,strange illusion,/m/07k4ypc,1945
tt0289154,32069698,diana of the crossways,/m/0gx0nrh,1922
tt0455913,9408752,bastards of the party,/m/0287pm9,2005
tt0447544,5774478,wetback: the undocumented documentary,/m/0f3xhp,2005
tt0039486,25075517,if winter comes,/m/09gj_hn,1947
tt0027998,31025101,las mujeres mandan,/m/0gg8f4l,1937
tt0196645,22378288,istoria mias zois,/m/05sxl0x,1965
tt0050483,19036329,the happy road,/m/04jjktx,1957
tt0430918,12771649,berkeley,/m/02x46vd,2005
tt0072148,33023297,seytan,/m/0crzp9h,1974
tt0016353,17325393,silk stocking sal,/m/043py3c,1924
tt0030756,24011286,six-gun trail,/m/07kd77x,1938
tt0099080,9889964,baaghi: a rebel for love,/m/02pw05g,1990
tt1619037,28388755,nice guy johnny,/m/0crdc2c,2010
tt0814022,5884079,bangkok dangerous,/m/0fbrd7,2008
tt0064155,1781048,charro!,/m/05wd_0,1969
tt14787854,29661508,seenu,/m/0fpggm1,2000
tt0194798,9993309,deliciosamente amoral,/m/06_ybc3,1969
tt0200720,15670779,the house of mirth,/m/03np63f,2000
tt0106460,14709757,bonanza: the return,/m/03gtxrx,1993
tt0495729,19840260,middle sexes: redefining he and she,/m/04q6ps8,2005
tt0372549,36524453,taj mahal,/m/0h805gn,1941
tt0074798,8316526,lifeguard,/m/026_5m2,1976
tt0082869,817057,outland,/m/03dwzc,1981
tt1610452,29004995,band baaja baaraat,/m/0dgp3km,2010
tt0178359,9993314,la culpa,/m/06_ybcj,1969
tt0042332,399402,cinderella,/m/023p33,1950
tt4338920,29302351,vengayam,/m/0ds35pq,2011
tt0119851,31157561,owd bob,/m/0gh6hbl,1998
tt1294226,22224559,the last song,/m/07ykkx5,2010
tt0158580,9993323,los debutantes en el amor,/m/06_ybcx,1969
tt0872190,8437284,cash,/m/0273d78,2007
tt0271884,4200912,zebra lounge,/m/0bpnbl,2001
tt0072667,3163300,attack on terror: the fbi vs. the ku klux klan,/m/08wf8d,1975
tt0071991,22342112,petersen,/m/05t022w,1974
tt0058385,4836072,my fair lady,/m/0cq7kw,1964
tt0119324,2121431,the house of yes,/m/06nmwj,1997
tt0038023,31782747,resan bort,/m/0gtxz05,1945
tt0050450,18579003,the good companions,/m/04f_wj4,1957
tt0959281,5923472,allari pidugu,/m/0fds50,2005
tt0434292,6644109,princesas,/m/0gfxs9,2005
tt0154532,35618397,ghar sansar,/m/0jkxw_8,1986
tt0070377,21426256,maurie,/m/05f4nyh,1973
tt0226990,36410662,loyalties,/m/0k8xt82,1999
tt0062820,9985474,the committee,/m/02pyxxr,1968
tt0032285,11361551,brother orchid,/m/02r8_4y,1940
tt0329737,1132138,it's a very merry muppet christmas movie,/m/0490_m,2002
tt0057055,13457871,father came too!,/m/03c5zcj,1964
tt0090103,736262,the sure thing,/m/036z4q,1985
tt0401711,4360088,"paris, je t'aime",/m/0bz3jx,2006
tt0042623,31322416,die jungen vom kranichsee,/m/0gj91w_,1950
tt0025773,17007014,she learned about sailors,/m/0415dvr,1934
tt0138197,6109092,the wizard of oz,/m/0fqhv9,1976
tt0096028,2262277,salaam bombay!,/m/06_461,1988
tt0045079,19511466,"rekrut 67, petersen",/m/04n4y_d,1952
tt0071216,5240350,big bad mama,/m/0d9j9b,1974
tt1945136,33890738,married in canada,/m/0hn9t9p,2010
tt0071523,14076924,frightmare,/m/03csv6x,1974
tt0315340,32896184,the bushwhackers,/m/0h3szt6,1925
tt0290940,30864413,zaalim,/m/0gfhc13,1994
tt0416979,13365023,meu tio matou um cara,/m/03c3048,2004
tt0246959,22475578,sukrutham,/m/05zj4mp,1994
tt0082352,24292756,eyes of a stranger,/m/07s83qp,1981
tt0015268,17839776,the red lily,/m/047c6gn,1924
tt0310007,8913767,pistol pete: the life and times of pete maravich,/m/027pfhy,2001
tt0814014,8889869,apne,/m/027ngfy,2007
tt0032653,21234681,jud su,/m/05c4_y9,1940
tt0314009,7376595,durval discos,/m/0kv68r,2002
tt0017918,20762723,the gaucho,/m/052_sxm,1927
tt0107148,12095072,house of cards,/m/02vpp9c,1993
tt0021164,32163804,murder on the roof,/m/0gwyfgb,1930
tt0053675,7376439,a breath of scandal,/m/0kv68c,1960
tt0074473,4188689,emanuelle in america,/m/0crv7_0,1977
tt0230141,10345537,dil deke dekho,/m/02q90hw,1959
tt1355607,34992168,trip,/m/0j65872,2008
tt0493658,13113851,fille du peuple,/m/02z71_1,1920
tt0004956,34129990,bella donna,/m/0hr7b9d,1915
tt0034862,249406,holiday inn,/m/01l0jh,1942
tt0100173,2295231,a mom for christmas,/m/071ndp,1990
tt0121989,8743599,baazi,/m/027h46q,1995
tt0083179,22644468,te gek om los te lopen,/m/05z_mbp,1981
