,key_0,Wiki_ID,tconst,Freebase_ID,movie,release_date,genres,countries,Ratio_Female_to_Total,num_female,num_male,languages,total_gross,gross,ratio_of_home_country,country,Region,treatment_region,n_languages,n_countries,propensity_score
5981,"('France', 'Belgium', 'Germany', 'United States of America', 'Canada')",12292280,tt0485947,/m/02vz6dn,mr. nobody,2009.0,"['Drama', 'Romance Film', 'Fantasy', 'Science Fiction']","['France', 'Belgium', 'Canada', 'Germany']",0.625,10.0,6.0,['English'],3559160.0,2059692.0,0.5787017161352679,"['France', 'Belgium', 'Germany', 'United States of America', 'Canada']",,0,1,4,0.16387039903588627
8493,"('France',)",32745648,tt1742023,/m/0h3vjhh,americano,2011.0,['Drama'],['France'],0.26666666666666666,4.0,11.0,['French'],204165.0,107708.0,0.527553694315872,['France'],Europe,1,1,1,0.1423329492443697
7300,"('United States of America', 'Canada')",22824499,tt1265990,/m/0640fwh,the roommate,2011.0,"['Thriller', 'Psychological thriller', 'Mystery', 'Drama', 'Suspense', 'Crime Thriller']",['United States of America'],0.6470588235294118,11.0,6.0,['English'],40431214.0,37300000.0,0.9225545391736196,"['United States of America', 'Canada']",North America,0,1,1,0.1423329492443697
6901,"('Iceland',)",19417962,tt1233576,/m/04n0x9z,reykjavik-rotterdam,2008.0,"['Thriller', 'Action Thrillers', 'World cinema', 'Action/Adventure', 'Crime Thriller', 'Action']",['Iceland'],0.0,0.0,5.0,['Icelandic'],218002.0,195530.0,0.8969183768956248,['Iceland'],Europe,1,1,1,0.12950246950490452
5562,"('United States of America', 'Canada')",9622584,tt0893509,/m/02pm4gg,blonde and blonder,2008.0,"['Action/Adventure', 'Action', 'Comedy-drama', 'Comedy']",['Canada'],0.7142857142857143,5.0,2.0,['English'],779273.0,42183.0,0.054131222305918464,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
7531,"('United Kingdom',)",24330723,tt1379177,/m/07s62__,the disappearance of alice creed,2009.0,"['Thriller', 'Crime Thriller', 'Crime Fiction', 'Psychological thriller']",['United Kingdom'],0.3333333333333333,1.0,2.0,['English'],896919.0,217478.0,0.24247228568020077,['United Kingdom'],Europe,1,1,1,0.13366608507984354
5738,"('United States of America', 'Canada')",10753947,tt0452694,/m/02qp2yn,the time traveler's wife,2009.0,"['Science Fiction', 'Mystery', 'Fantasy', 'Film adaptation', 'Drama', 'Romantic drama', 'Romance Film']",['United States of America'],0.5,6.0,6.0,['English'],101296583.0,63414846.0,0.6260314427387941,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
118,"('United States of America', 'Canada', 'Japan')",62668,tt0298130,/m/0gy0n,the ring,2002.0,"['Thriller', 'Horror', 'Supernatural', 'Mystery', 'Suspense', 'Japanese Movies']","['United States of America', 'Japan']",0.6428571428571429,9.0,5.0,['English'],223084325.0,143278317.0,0.6422607998119098,"['United States of America', 'Canada', 'Japan']",,0,1,2,0.11463348639386026
3267,"('United Kingdom',)",2835630,tt0314431,/m/085sqx,hope springs,2003.0,"['Romantic comedy', 'Romance Film', 'Comedy']","['United States of America', 'United Kingdom']",0.42857142857142855,3.0,4.0,[],1567189.0,1567189.0,1.0,['United Kingdom'],Europe,1,0,2,0.1146607285412801
6818,"('Spain',)",18769096,tt0371572,/m/04j0p2f,beneath still waters,2005.0,"['Zombie Film', 'Horror', 'Indie']","['Spain', 'United Kingdom']",0.3333333333333333,1.0,2.0,"['English', 'Spanish']",18001.0,18001.0,1.0,['Spain'],Europe,1,2,2,0.13024743749257928
1781,"('United States of America', 'Canada')",1131021,tt0357277,/m/048yqf,elektra,2005.0,"['Thriller', 'Crime Fiction', 'Superhero movie', 'Action/Adventure', 'Martial Arts Film', 'Fantasy', 'Action']","['United States of America', 'Canada']",0.23076923076923078,3.0,10.0,"['Japanese', 'English']",56995646.0,24409722.0,0.4282734509229003,"['United States of America', 'Canada']",North America,0,2,2,0.13024743749257928
2160,"('Netherlands',)",1475739,tt0381192,/m/054h0p,floris,2004.0,['Action'],['Netherlands'],0.5,1.0,1.0,['Dutch'],1117424.0,1117424.0,1.0,['Netherlands'],Europe,1,1,1,0.11393902414204478
1498,"('United States of America', 'Canada')",919546,tt0204313,/m/03pyd6,exorcist: the beginning,2004.0,"['Cult', 'Period piece', 'Horror', 'Psychological thriller', 'Supernatural']",['United States of America'],0.1,1.0,9.0,['English'],78110021.0,41821986.0,0.5354240783010416,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
360,"('United States of America', 'Canada')",161912,tt0065126,/m/015gxt,true grit,1969.0,"['Adventure', 'Costume drama', 'Action/Adventure', 'Western', 'Drama', 'Film adaptation']",['United States of America'],0.1,1.0,9.0,['English'],276418.0,276418.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.03467321095316559
4350,"('United Kingdom',)",5078515,tt0062512,/m/0d1qmz,you only live twice,1967.0,"['Action/Adventure', 'Thriller', 'Glamorized Spy Film', 'Action', 'Spy']",['United Kingdom'],0.375,6.0,10.0,"['Japanese', 'Russian', 'English']",43095926.0,9847.0,0.00022849027539169247,['United Kingdom'],Europe,1,3,1,0.034655249073970176
7758,"('Russia',)",25967434,tt0900381,/m/0b6hqmz,putevoy obkhodchik,2007.0,"['Horror', 'Slasher']",['Russia'],1.0,1.0,0.0,[],626032.0,509050.0,0.8131373476116237,['Russia'],Europe,1,0,1,0.12153484093837973
7772,"('Turkey',)",26042450,tt0949751,/m/0b6gc3n,maskeli besler: irak,2007.0,"['Comedy film', 'Adventure']",['Turkey'],0.0,0.0,2.0,[],7717183.0,6563123.0,0.8504557945561223,['Turkey'],Asia,0,0,1,0.12153484093837973
8255,"('Russia',)",30624551,tt1437357,/m/0g9w0bz,faust,2011.0,"['Fantasy', 'Drama']",['Russia'],0.26666666666666666,4.0,11.0,"['German', 'Russian']",64556.0,6424.0,0.09951050250944916,['Russia'],Europe,1,2,1,0.1468058717980621
7913,"('United States of America', 'Canada')",27279709,tt1318514,/m/0btyf5z,rise of the planet of the apes,2011.0,"['Thriller', 'Science Fiction', 'Adventure', 'Drama', 'Reboot', 'Action']",['United States of America'],0.3125,5.0,11.0,"['English', 'American Sign']",463914161.0,176760185.0,0.38101916229282773,"['United States of America', 'Canada']",North America,0,2,1,0.1468058717980621
8370,"('United Kingdom',)",31580657,tt1788391,/m/0glr_6h,kill list,2011.0,"['Thriller', 'Crime Fiction', 'Horror']","['England', 'United Kingdom']",0.4166666666666667,10.0,14.0,['English'],450275.0,417731.0,0.9277241685636556,['United Kingdom'],Europe,1,1,2,0.15234737249929575
7961,"('United States of America', 'Canada')",27731736,tt1486185,/m/0c241c_,red riding hood,2011.0,"['Thriller', 'Horror', 'Supernatural', 'Mystery', 'Fantasy', 'Drama', 'Romantic drama', 'Romance Film']","['United States of America', 'Canada']",0.4,6.0,9.0,['English'],90260376.0,37662162.0,0.4172613019028416,"['United States of America', 'Canada']",North America,0,1,2,0.15234737249929575
8793,"('France',)",35879667,tt2150332,/m/0js8x0k,renoir,2012.0,['Drama'],['France'],0.4,4.0,6.0,['French'],7816573.0,3010648.0,0.38516214202822646,['France'],Europe,1,1,1,0.14683949153258502
5849,"('United States of America', 'Canada')",11541351,tt0835418,/m/02rhbnb,the babymakers,2012.0,"['Adventure', 'Comedy']",['United States of America'],0.6153846153846154,24.0,15.0,['English'],475511.0,7889.0,0.016590573088740325,"['United States of America', 'Canada']",North America,0,1,1,0.14683949153258502
7973,"('United Kingdom',)",27812724,tt1658851,/m/0cc87nl,toast,2010.0,"['Indie', 'Period piece', 'Drama', 'Comedy', 'Film adaptation']",['United Kingdom'],0.625,5.0,3.0,['English'],153922.0,151.0,0.000981016358935045,['United Kingdom'],Europe,1,1,1,0.13794235190038834
7022,"('United States of America', 'Canada')",20475363,tt1274300,/m/04zx0rb,the tempest,2010.0,"['Drama', 'Fantasy', 'Comedy']",['United States of America'],0.18181818181818182,2.0,9.0,['English'],405861.0,277943.0,0.6848231291008497,"['United States of America', 'Canada']",North America,0,1,1,0.13794235190038834
7893,"('Romania',)",27070087,tt1132578,/m/04nl0z8,boogie,2008.0,"['Drama', 'Comedy']",['Romania'],0.25,1.0,3.0,['Romanian'],121951.0,86423.0,0.7086698756057761,['Romania'],Europe,1,1,1,0.12950246950490452
4546,"('India',)",5548592,tt1017456,/m/0ds095,race,2008.0,"['Thriller', 'Crime Thriller', 'Musical', 'Bollywood', 'World cinema']",['India'],0.3,3.0,7.0,['Hindi'],24503269.0,20833227.0,0.8502223519645481,['India'],Asia,0,1,1,0.12950246950490452
8829,"('United Kingdom',)",36332306,tt2257230,/m/0k3ncs4,swandown,2012.0,"['Short Film', 'Documentary']",['United Kingdom'],,,,['English'],21632.0,21632.0,1.0,['United Kingdom'],Europe,1,1,1,0.14683949153258502
1601,"('United States of America', 'Canada')",982480,tt0401729,/m/03whyr,john carter,2012.0,"['Sci-Fi Adventure', 'Science Fiction', 'Action', 'Fantasy', 'Adventure']",['United States of America'],0.23076923076923078,3.0,10.0,['English'],228345383.0,73078100.0,0.32003318411741216,"['United States of America', 'Canada']",North America,0,1,1,0.14683949153258502
2119,"('United Kingdom',)",1430049,tt0095037,/m/050x91,"distant voices, still lives",1988.0,"['Family Drama', 'Drama', 'Biopic [feature]']",['United Kingdom'],0.75,3.0,1.0,['English'],771745.0,70584.0,0.09146026213321758,['United Kingdom'],Europe,1,1,1,0.06697254831427675
23,"('United States of America', 'Canada')",13901,tt0097493,/m/03m3j,heathers,1988.0,"['Black comedy', 'Comedy', 'Teen']",['United States of America'],0.5,7.0,7.0,['English'],1163969.0,1108462.0,0.9523123038500166,"['United States of America', 'Canada']",North America,0,1,1,0.06697254831427675
7145,"('Sweden',)",21664269,tt1067733,/m/05m_6b6,"patrik 1,5",2008.0,"['LGBT', 'World cinema', 'Feature film', 'Comedy-drama', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed']",['Sweden'],0.2857142857142857,2.0,5.0,['Swedish'],3259068.0,3166718.0,0.9716636780822002,['Sweden'],Europe,1,1,1,0.12950246950490452
5406,"('India',)",8922069,tt1060249,/m/027ptbt,drona,2008.0,"['Action/Adventure', 'Musical', 'Bollywood', 'World cinema', 'Superhero movie']",['India'],0.4444444444444444,4.0,5.0,['Hindi'],4461903.0,3638472.0,0.8154529580764082,['India'],Asia,0,1,1,0.12950246950490452
6589,"('France',)",17031454,tt0295004,/m/04164sr,la vie promise,2002.0,"['Family Drama', 'Drama', 'World cinema', 'Crime Drama']",['France'],0.5714285714285714,4.0,3.0,['French'],895334.0,805059.0,0.8991717057545006,['France'],Europe,1,1,1,0.10678584141223844
511,"('United States of America', 'Canada')",227291,tt0302640,/m/01h3y_,the hot chick,2002.0,"['Fantasy Comedy', 'Fantasy', 'Comedy', 'Teen', 'Slapstick']",['United States of America'],0.5,8.0,8.0,['English'],51660796.0,35081594.0,0.679075754078586,"['United States of America', 'Canada']",North America,0,1,1,0.10678584141223844
6490,"('France',)",16044362,tt1064932,/m/03qm62j,bienvenue chez les ch'tis,2008.0,"['Satire', 'Comedy']",['France'],0.3333333333333333,1.0,2.0,"['French', 'Picard']",245144417.0,193764365.0,0.7904090469251845,['France'],Europe,1,2,1,0.13363500903978245
4828,"('United States of America', 'Canada')",6234983,tt0803057,/m/0fy59g,the promotion,2008.0,"['Indie', 'Workplace Comedy', 'Comedy']",['United States of America'],0.16666666666666666,2.0,10.0,"['English', 'Spanish']",457690.0,408709.0,0.8929821494898293,"['United States of America', 'Canada']",North America,0,2,1,0.13363500903978245
5841,"('Switzerland',)",11496314,tt0478829,/m/02rfv_r,vitus,2006.0,"['Family Drama', 'Drama', 'World cinema']",['Switzerland'],0.0,0.0,2.0,"['Swiss German', 'English', 'German']",6079556.0,2993096.0,0.49232147873956583,['Switzerland'],Europe,1,3,1,0.12944197010794845
2158,"('United States of America', 'Canada')",1473196,tt0401855,/m/0548xg,underworld: evolution,2006.0,"['Thriller', 'Action Thrillers', 'Horror', 'Gothic Film', 'Action/Adventure', 'Fantasy', 'Action']",['United States of America'],0.2727272727272727,3.0,8.0,"['French', 'English', 'Hungarian language']",111476513.0,62318875.0,0.5590314347202446,"['United States of America', 'Canada']",North America,0,3,1,0.12944197010794845
4944,"('United Kingdom',)",6663412,tt0464196,/m/0ggk43,severance,2006.0,"['Thriller', 'Action/Adventure', 'Horror', 'Cult', 'Comedy', 'Black comedy', 'Action', 'Slasher']",['United Kingdom'],0.3333333333333333,2.0,4.0,"['Russian', 'English', 'Hungarian language']",5515163.0,3221022.0,0.5840302453436099,['United Kingdom'],Europe,1,3,1,0.12944197010794845
4707,"('United States of America', 'Canada')",5930667,tt0479884,/m/0ff2dr,crank,2006.0,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Crime Fiction', 'Crime Thriller', 'Action']",['United States of America'],0.1111111111111111,1.0,8.0,"['Korean', 'English', 'Spanish']",42931041.0,27838408.0,0.6484447465413196,"['United States of America', 'Canada']",North America,0,3,1,0.12944197010794845
157,"('United States of America', 'Canada')",73401,tt0021749,/m/0jq9t,city lights,1931.0,"['Romantic comedy', 'Silent film', 'Black-and-white', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",['United States of America'],0.3333333333333333,2.0,4.0,['English'],50419.0,19181.0,0.38043198000753686,"['United States of America', 'Canada']",North America,0,1,1,0.008913857944544091
91,"('Germany',)",49696,tt0017136,/m/0d6b7,metropolis,1927.0,"['Thriller', 'Science Fiction', 'Indie', 'World cinema', 'Silent film', 'Black-and-white', 'Fantasy', 'Drama', 'Romance Film', 'Action', 'Dystopia', 'Adventure']","['Weimar Republic', 'Germany']",0.125,1.0,7.0,"['Silent film', 'German']",1349711.0,68916.0,0.051059819472464844,['Germany'],Europe,1,2,2,0.00865400457441795
8009,"('Poland',)",28115795,tt1561768,/m/0cm9yqs,essential killing,2010.0,"['Thriller', 'Adventure', 'World cinema', 'Action/Adventure', 'Drama', 'War film', 'Action', 'Political drama']","['Poland', 'Ireland', 'Hungary', 'Norway']",0.125,1.0,7.0,"['Polish', 'Arabic', 'English']",490320.0,329108.0,0.6712106379507261,['Poland'],Europe,1,3,4,0.17932512683391116
8122,"('Germany', 'Romania')",29041745,tt1311075,/m/0dgpclx,the human resources manager,2010.0,"['Road movie', 'Drama', 'Comedy', 'World cinema']","['France', 'Romania', 'Israel', 'Germany']",0.3333333333333333,1.0,2.0,"['Romanian', 'English', 'Hebrew']",609146.0,27629.0,0.045356942342229936,"['Germany', 'Romania']",,0,3,4,0.17932512683391116
6151,"('Netherlands',)",13291547,tt0468644,/m/03c0s9z,alles is liefde,2007.0,"['Romantic comedy', 'Ensemble Film', 'Comedy-drama', 'Holiday Film']",['Netherlands'],0.4,2.0,3.0,['Dutch'],14537889.0,14332584.0,0.9858779359231591,['Netherlands'],Europe,1,1,1,0.12544976758228776
4059,"('United States of America', 'Canada')",4295195,tt0478311,/m/0bvn25,knocked up,2007.0,"['Romantic comedy', 'Sex comedy', 'Drama', 'Comedy', 'Stoner film', 'Romance Film']",['United States of America'],0.3448275862068966,10.0,19.0,['English'],219922417.0,148768917.0,0.6764609039377737,"['United States of America', 'Canada']",North America,0,1,1,0.12544976758228776
4272,"('Germany',)",4847366,tt0459242,/m/0cqsb1,crossing the bridge: the sound of istanbul,2005.0,"['Culture & Society', 'Music', 'Musical', 'Social issues', 'Documentary']",['Germany'],0.0,0.0,1.0,"['Turkish', 'German']",704094.0,391706.0,0.5563262859788608,['Germany'],Europe,1,2,1,0.12147754432754851
2417,"('United States of America', 'Canada')",1745050,tt0356910,/m/05sns6,mr. & mrs. smith,2005.0,"['Thriller', 'Romantic comedy', 'Action/Adventure', 'Comedy', 'Black comedy', 'Romance Film', 'Action']",['United States of America'],0.625,10.0,6.0,"['English', 'Spanish']",487287646.0,186336279.0,0.38239483502112015,"['United States of America', 'Canada']",North America,0,2,1,0.12147754432754851
6543,"('United Kingdom',)",16652785,tt0780516,/m/02x6m8l,flawless,2007.0,"['Crime Fiction', 'Thriller', 'Drama']","['United Kingdom', 'Luxembourg']",0.2,3.0,12.0,['English'],6819587.0,42294.0,0.006201841841742029,['United Kingdom'],Europe,1,1,2,0.1344625380836463
3918,"('United States of America', 'Canada')",4041345,tt0422774,/m/0bf17g,are we done yet?,2007.0,"['Buddy film', ""Children's"", 'Drama', 'Comedy', 'Family Film', 'Domestic Comedy']","['United States of America', 'Canada']",0.3333333333333333,3.0,6.0,['English'],58373105.0,49662533.0,0.8507776483707694,"['United States of America', 'Canada']",North America,0,1,2,0.1344625380836463
6393,"('Russia',)",15198392,tt1242457,/m/03hlllz,taras bulba,2009.0,"['Action', 'Historical drama', 'War film']",['Russia'],0.14285714285714285,1.0,6.0,['Russian'],18888220.0,17054215.0,0.9029021792418767,['Russia'],Europe,1,1,1,0.13366608507984354
6463,"('United States of America', 'Canada')",15837630,tt1142800,/m/03wgvhl,madea goes to jail,2009.0,"['Crime Fiction', 'Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy']",['United States of America'],0.5416666666666666,13.0,11.0,['English'],90508336.0,90508336.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
8521,"('France',)",32955625,tt0357111,/m/0h51v_5,rrrrrrr!!!,2004.0,"['Crime Fiction', 'Comedy film']",['France'],0.5,1.0,1.0,['French'],13315054.0,11835383.0,0.8888723245132915,['France'],Europe,1,1,1,0.11393902414204478
685,"('United States of America', 'Canada')",334874,tt0307453,/m/01xbxn,shark tale,2004.0,"[""Children's/Family"", 'Computer Animation', 'Animation', ""Children's"", 'Comedy', 'Family Film']",['United States of America'],0.2777777777777778,5.0,13.0,['English'],374583879.0,160861908.0,0.42944162047080514,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
6220,"('Netherlands',)",13837343,tt0800164,/m/03ckvbt,'n beetje verliefd,2006.0,['Comedy'],['Netherlands'],,,,['Dutch'],1271669.0,1271669.0,1.0,['Netherlands'],Europe,1,1,1,0.12150618972278616
2590,"('United States of America', 'Canada')",2004939,tt0385726,/m/06ddkj,glory road,2006.0,"['Sports', 'Period piece', 'Drama', 'Docudrama']",['United States of America'],0.14285714285714285,2.0,12.0,['English'],42717565.0,42647449.0,0.998358614307721,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
7030,"('France',)",20570658,tt0450843,/m/051wdqt,sheitan,2006.0,"['Black comedy', 'Horror', 'Comedy', 'World cinema']",['France'],0.6666666666666666,4.0,2.0,['French'],2680422.0,2012521.0,0.7508224451224471,['France'],Europe,1,1,1,0.12150618972278616
2297,"('United States of America', 'Canada')",1617266,tt0419749,/m/05h03w,find me guilty,2006.0,"['Crime Fiction', 'Crime Comedy', 'Comedy-drama', 'Docudrama', 'Drama', 'Comedy', 'Courtroom Comedy', 'Gangster Film', 'Courtroom Drama']",['United States of America'],0.13333333333333333,2.0,13.0,['English'],2636637.0,1173643.0,0.44512877578521426,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
5381,"('United Kingdom',)",8817675,tt0243462,/m/027kt5p,mee-shee: the water giant,2005.0,"[""Children's/Family"", 'Family Film', 'Animal Picture', ""Children's Fantasy"", 'Adventure']",['United Kingdom'],0.3,3.0,7.0,['English'],1599318.0,18222.0,0.011393606524781188,['United Kingdom'],Europe,1,1,1,0.11766990042882075
2191,"('United States of America', 'Canada')",1510273,tt0377471,/m/056xkh,be cool,2005.0,"['Crime Fiction', 'Crime Comedy', 'Comedy']",['United States of America'],0.2857142857142857,6.0,15.0,['English'],95763716.0,56046979.0,0.5852632013569733,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
4389,"('France',)",5142037,tt0415147,/m/0d4qdn,marock,2005.0,"['Romantic drama', 'Drama', 'Teen']","['France', 'Morocco']",0.3333333333333333,1.0,2.0,"['French', 'Arabic']",425118.0,405769.0,0.9544855781218391,['France'],Europe,1,2,2,0.13024743749257928
1937,"('United States of America', 'Canada', 'United Kingdom')",1278961,tt0402399,/m/04pmnt,the new world,2005.0,"['Biography', 'Adventure', 'Costume drama', 'Period piece', 'Drama', 'History', 'Romantic drama', 'Romance Film']","['United States of America', 'United Kingdom']",0.13333333333333333,2.0,13.0,"['Algonquin', 'English']",31780763.0,13260550.0,0.4172508381878685,"['United States of America', 'Canada', 'United Kingdom']",,0,2,2,0.13024743749257928
4308,"('Germany',)",4937126,tt0313250,/m/0cw152,baltic storm,2003.0,"['Thriller', 'Mystery', 'Drama', 'Political drama', 'Political thriller']","['United Kingdom', 'Germany']",0.3333333333333333,3.0,6.0,['English'],198457.0,188331.0,0.9489763525600005,['Germany'],Europe,1,1,2,0.11838406429737951
551,"('United States of America', 'Canada', 'Germany')",241482,tt0328828,/m/01k0xy,american wedding,2003.0,"['Sex comedy', 'Gross-out film', 'Comedy', 'Gross out', 'Romance Film', 'Teen']","['United States of America', 'Germany']",0.47368421052631576,9.0,10.0,['English'],232722935.0,123310484.0,0.5298596118169445,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.11838406429737951
4404,"('France',)",5178262,tt0354836,/m/0d6g8h,podium,2004.0,"['Fantasy', 'Comedy']",['France'],0.3333333333333333,1.0,2.0,['French'],24511116.0,24511116.0,1.0,['France'],Europe,1,1,1,0.11393902414204478
1153,"('United States of America', 'Canada')",670226,tt0296572,/m/031gmx,the chronicles of riddick,2004.0,"['Action/Adventure', 'Thriller', 'Science Fiction', 'Action', 'Adventure']",['United States of America'],0.36363636363636365,4.0,7.0,['English'],115900534.0,57761012.0,0.49836709121633554,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
8480,"('Italy',)",32592054,tt1641410,/m/0h1cl6_,terraferma,2011.0,['Drama'],"['France', 'Italy']",0.3333333333333333,5.0,10.0,"['Amharic', 'Italian', 'Sicilian']",2343302.0,2141333.0,0.9138100850850637,['Italy'],Europe,1,3,2,0.16192616494965498
8408,"('France', 'United Kingdom')",31855265,tt1802197,/m/0gtx63s,the lady,2011.0,"['Biographical film', 'Drama', 'Political drama', 'World cinema']","['France', 'United Kingdom']",0.3,6.0,14.0,"['Burmese', 'English', 'American English']",7832142.0,3855257.0,0.4922353297475965,"['France', 'United Kingdom']",,0,3,2,0.16192616494965498
6033,"('United Kingdom',)",12586991,tt1068669,/m/02wwwjx,telstar: the joe meek story,2008.0,"['LGBT', 'Musical', 'Biography', 'Drama']",['United Kingdom'],0.1,1.0,9.0,['English'],108880.0,108880.0,1.0,['United Kingdom'],Europe,1,1,1,0.12950246950490452
5918,"('United States of America', 'Canada')",12005853,tt0981072,/m/04qnp7m,the lucky ones,2008.0,"['Drama', 'Comedy-drama', 'Indie', 'Comedy']",['United States of America'],0.45454545454545453,5.0,6.0,['English'],287567.0,266967.0,0.9283645202683201,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
