,key_0,Wiki_ID,tconst,Freebase_ID,movie,release_date,genres,countries,Ratio_Female_to_Total,num_female,num_male,languages,total_gross,gross,ratio_of_home_country,country,Region,treatment_region,n_languages,n_countries,propensity_score
5728,"('United Kingdom',)",10685691,tt0374018,/m/02qm779,man about dog,2004.0,"['Buddy film', 'Comedy']","['Ireland', 'United Kingdom']",0.2,1.0,4.0,['English'],2651081.0,2651081.0,1.0,['United Kingdom'],Europe,1,1,2,0.12224041112751774
889,"('United States of America', 'Canada', 'Germany')",474527,tt0361467,/m/02dxrm,confessions of a teenage drama queen,2004.0,"['Teen', 'Romance Film', 'Family Film', 'Comedy', 'Musical']","['United States of America', 'Germany']",0.6111111111111112,11.0,7.0,['English'],33251890.0,29793762.0,0.8960020618376879,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.12224041112751774
4238,"('United Kingdom',)",4732250,tt0465670,/m/0ckf_4,wilderness,2006.0,"['Horror', 'Slasher', 'Teen']",['United Kingdom'],0.3,3.0,7.0,['English'],566098.0,44684.0,0.07893332956484567,['United Kingdom'],Europe,1,1,1,0.12150618972278616
3400,"('United States of America', 'Canada')",3032361,tt0463034,/m/08lwpy,"you, me and dupree",2006.0,"['Romantic comedy', 'Romance Film', 'Comedy of manners', 'Comedy']",['United States of America'],0.36363636363636365,4.0,7.0,['English'],130628903.0,75628110.0,0.5789538782240252,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
4173,"('United Kingdom',)",4531990,tt0415679,/m/0c7gvm,boy eats girl,2005.0,"['Horror', 'Indie', 'Creature Film', 'Horror Comedy', 'Zombie Film', 'Teen', 'Comedy']","['Ireland', 'United Kingdom']",0.3333333333333333,2.0,4.0,['English'],130051.0,63780.0,0.4904229879047451,['United Kingdom'],Europe,1,1,2,0.12620439533574818
2120,"('United States of America', 'Canada', 'United Kingdom')",1430396,tt0121164,/m/050xxm,corpse bride,2005.0,"['Romantic comedy', 'Stop motion', 'Costume drama', 'Animation', 'Musical', 'Fantasy', 'Comedy', 'Black comedy']","['United States of America', 'United Kingdom']",0.38095238095238093,8.0,13.0,['English'],118133252.0,61980652.0,0.5246672799627999,"['United States of America', 'Canada', 'United Kingdom']",,0,1,2,0.12620439533574818
8622,"('France',)",34250790,tt0284387,/m/0hzmm0d,peau d'ange,2002.0,"['Romance Film', 'Drama', 'Musical']",['France'],0.0,0.0,1.0,"['French', 'English']",97016.0,97016.0,1.0,['France'],Europe,1,2,1,0.11028531327553535
154,"('United States of America', 'Canada')",72453,tt0286106,/m/0jjy0,signs,2002.0,"['Thriller', 'Science Fiction', 'Horror', 'Alien Film', 'Mystery', 'Drama', 'Suspense']",['United States of America'],0.42857142857142855,6.0,8.0,"['Portuguese', 'English']",371097232.0,227966634.0,0.6143043233477958,"['United States of America', 'Canada']",North America,0,2,1,0.11028531327553535
1847,"('United Kingdom',)",1189767,tt0332658,/m/04fvyx,intermission,2003.0,"['Black comedy', 'Indie', 'Comedy', 'World cinema', 'Heist']","['Ireland', 'United Kingdom']",0.375,3.0,5.0,['English'],5175215.0,3640164.0,0.7033841106118297,['United Kingdom'],Europe,1,1,2,0.11838406429737951
832,"('United States of America', 'Canada', 'Germany')",448735,tt0319343,/m/029qpk,elf,2003.0,"[""Children's/Family"", 'Holiday Film', 'Christmas movie', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']","['United States of America', 'Germany']",0.1875,3.0,13.0,['English'],200451036.0,178855133.0,0.8922634503121251,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.11838406429737951
1807,"('France',)",1157922,tt0338095,/m/04c3jd,haute tension,2003.0,"['Thriller', 'Horror', 'Indie', 'World cinema', 'Road-Horror', 'Mystery', 'Drama', 'Slasher']",['France'],0.3,3.0,7.0,"['French', 'Italian', 'English']",6291958.0,700000.0,0.11125312661019034,['France'],Europe,1,3,1,0.11761418195974545
607,"('United States of America', 'Canada')",281069,tt0165982,/m/01pptc,sinbad: legend of the seven seas,2003.0,"['Fantasy Adventure', 'Adventure', ""Children's/Family"", 'Animation', 'Fantasy', ""Children's Fantasy"", 'Family Film', 'Mythological Fantasy']",['United States of America'],0.13333333333333333,2.0,13.0,"['Italian', 'English', 'Cantonese']",80773077.0,26483452.0,0.32787474469989547,"['United States of America', 'Canada']",North America,0,3,1,0.11761418195974545
4339,"('United Kingdom',)",5031048,tt0300214,/m/0c_nry,morvern callar,2002.0,"['Road movie', 'Feminist Film', 'Drama', 'Indie', 'Film adaptation']","['United Kingdom', 'Scotland']",0.6,6.0,4.0,['English'],868313.0,488420.0,0.5624930180706726,['United Kingdom'],Europe,1,1,2,0.11463348639386026
1762,"('United States of America', 'Canada', 'Germany')",1126401,tt0283111,/m/048hvr,national lampoon's van wilder,2002.0,"['Sex comedy', 'Gross-out film', 'Coming of age', 'Comedy', 'Gross out', 'Romance Film']","['United States of America', 'Germany']",0.2222222222222222,4.0,14.0,['English'],35972247.0,26798446.0,0.7449755918778163,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.11463348639386026
8595,"('Germany',)",33857221,tt1135940,/m/0hndwnt,"mord ist mein geschaft, liebling",2009.0,['Comedy'],['Germany'],0.2,1.0,4.0,[],3866555.0,3600222.0,0.9311187866201308,['Germany'],Europe,1,0,1,0.12953272822862605
6952,"('United States of America', 'Canada')",19896950,tt1212451,/m/04q0ym8,april showers,2009.0,"['Crime Fiction', 'Drama', 'Indie']",['United States of America'],0.5,4.0,4.0,[],16880.0,16880.0,1.0,"['United States of America', 'Canada']",North America,0,0,1,0.12953272822862605
7331,"('France',)",23030057,tt1024188,/m/064qg2b,cartouches gauloises,2007.0,"['Period piece', 'Drama', 'Film à clef', 'Childhood Drama']","['France', 'Algeria']",,,,['French'],502392.0,499670.0,0.994581920094269,['France'],Europe,1,1,2,0.1344625380836463
3777,"('United States of America', 'Canada')",3703666,tt0435670,/m/09w8wv,the invisible,2007.0,"['Thriller', 'Supernatural', 'Psychological thriller', 'Fantasy', 'Drama', 'Crime Thriller', 'Teen']","['United States of America', 'Canada']",0.4666666666666667,7.0,8.0,['English'],26810112.0,20578909.0,0.7675801205157218,"['United States of America', 'Canada']",North America,0,1,2,0.1344625380836463
6837,"('United Kingdom',)",18927989,tt0831275,/m/04jd9k2,bigga than ben,2008.0,"['Black comedy', 'Drama', 'Comedy']",['United Kingdom'],0.0,0.0,3.0,['English'],508673.0,8321.0,0.016358249798986774,['United Kingdom'],Europe,1,1,1,0.12950246950490452
5618,"('United States of America', 'Canada')",9980905,tt0844671,/m/02pytqn,college,2008.0,['Comedy'],['United States of America'],0.46153846153846156,6.0,7.0,['English'],6265483.0,4694636.0,0.749285569843538,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
5405,"('Netherlands',)",8920559,tt0328270,/m/027pq_w,polleke,2003.0,"['Family Film', 'Drama']",['Netherlands'],0.3333333333333333,1.0,2.0,['Dutch'],611598.0,611598.0,1.0,['Netherlands'],Europe,1,1,1,0.11031165084496192
891,"('United States of America', 'Canada')",474571,tt0318283,/m/02dxwj,alex & emma,2003.0,"['Romantic comedy', 'Romance Film', 'Comedy']",['United States of America'],0.3125,5.0,11.0,['English'],15254821.0,14218698.0,0.9320789801466697,"['United States of America', 'Canada']",North America,0,1,1,0.11031165084496192
8616,"('Philippines',)",34135810,tt1699745,/m/0hrdfny,captive,2012.0,['Drama'],"['France', 'Philippines', 'United Kingdom', 'Germany']",1.0,4.0,0.0,"['Tagalog language', 'English']",83135.0,26880.0,0.32332952426775724,['Philippines'],Asia,0,2,4,0.18479104311328862
8076,"('Austria',)",28632301,tt1499486,/m/0cz8n9n,little alien,2009.0,"['Biographical film', 'Drama', 'Documentary']","['Slovakia', 'Austria', 'Greece', 'Spain']",,,,"['Somali', 'Arabic', 'Persian', 'English', 'German']",24781.0,24781.0,1.0,['Austria'],Europe,1,5,4,0.18466978167598067
6694,"('France',)",17876236,tt0088357,/m/047mjrg,viva la vie,1984.0,"['Mystery', 'Drama', 'Comedy']",['France'],,,,['French'],258397.0,258397.0,1.0,['France'],Europe,1,1,1,0.05841955087336009
233,"('United States of America', 'Canada')",99545,tt0088258,/m/0pdp8,this is spinal tap,1984.0,"['Parody', 'Mockumentary', 'Indie', 'Cult', 'Musical', 'Satire', 'Comedy']",['United States of America'],0.2727272727272727,6.0,16.0,['English'],4736202.0,4736202.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.05841955087336009
5665,"('United Kingdom',)",10304498,tt0984200,/m/02q7y_9,incendiary,2008.0,"['Drama', 'Indie']","['United States of America', 'United Kingdom']",0.2,2.0,8.0,['English'],304127.0,45482.0,0.14954936588990783,['United Kingdom'],Europe,1,1,2,0.13876020399905115
5653,"('United States of America', 'Canada', 'United Kingdom')",10215404,tt0959337,/m/02q5g1z,revolutionary road,2008.0,"['Tragedy', 'Period piece', 'Marriage Drama', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']","['United States of America', 'United Kingdom']",0.3157894736842105,6.0,13.0,['English'],75981180.0,28029461.0,0.36890004866994697,"['United States of America', 'Canada', 'United Kingdom']",,0,1,2,0.13876020399905115
820,"('United States of America', 'Canada', 'Germany')",443917,tt0337917,/m/0295m6,catch that kid,2004.0,"['Crime Fiction', 'Crime Comedy', 'Adventure', ""Children's/Family"", 'Caper story', 'Teen', ""Children's"", 'Comedy', 'Family Film', 'Family-Oriented Adventure']","['United States of America', 'Germany']",0.38461538461538464,5.0,8.0,['English'],16951702.0,16715882.0,0.986088712508042,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.12224041112751774
6636,"('United Kingdom',)",17423555,tt0429153,/m/04j0rg6,tara road,2005.0,"['Drama', 'Film adaptation']","['Ireland', 'United Kingdom']",0.5714285714285714,8.0,6.0,[],875898.0,509806.0,0.5820380911932668,['United Kingdom'],Europe,1,0,2,0.12226921137657347
1743,"('United Kingdom',)",1102360,tt0375735,/m/0464d7,enduring love,2004.0,"['Thriller', 'Indie', 'Psychological thriller', 'Mystery', 'Drama', 'Film adaptation', 'Romance Film']",['United Kingdom'],0.5,7.0,7.0,['English'],1875649.0,1125136.0,0.5998649000959134,['United Kingdom'],Europe,1,1,1,0.11393902414204478
1534,"('United States of America', 'Canada')",939561,tt0324127,/m/03rvz7,suspect zero,2004.0,"['Thriller', 'Supernatural', 'Psychological thriller', 'Mystery', 'Crime Thriller', 'Slasher']",['United States of America'],0.3333333333333333,7.0,14.0,['English'],10955871.0,8725813.0,0.7964508709531173,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
7043,"('Italy',)",20671995,tt0274874,/m/0523n9x,south kensington,2001.0,"['Romance Film', 'Comedy film']","['France', 'Italy', 'United Kingdom']",0.3333333333333333,5.0,10.0,"['Italian', 'English']",1126026.0,1126026.0,1.0,['Italy'],Europe,1,2,3,0.12294950420254204
3337,"('United States of America', 'Canada', 'Australia')",2941812,tt0250720,/m/08f3y0,see spot run,2001.0,"['Crime Fiction', 'Animal Picture', 'Action/Adventure', 'Comedy', 'Family Film', 'Action', 'Slapstick']","['United States of America', 'Australia', 'Canada']",0.3125,5.0,11.0,"['English', 'American Sign']",34513670.0,34153090.0,0.9895525454117166,"['United States of America', 'Canada', 'Australia']",,0,2,3,0.12294950420254204
5732,"('United Kingdom',)",10716714,tt0918628,/m/02qn3z9,fishtales,2007.0,"['Adventure', 'Family Drama', 'Fantasy', 'Comedy', 'Drama', 'Romantic drama', 'Family Film', 'Fantasy Comedy', 'Romance Film']","['United Kingdom', 'Greece']",0.42857142857142855,3.0,4.0,"['Greek', 'English']",9216.0,9216.0,1.0,['United Kingdom'],Europe,1,2,2,0.1387281332767866
4678,"('United States of America', 'Canada', 'Germany')",5875034,tt0431197,/m/0fb7sd,the kingdom,2007.0,"['Thriller', 'Action/Adventure', 'Action', 'Drama', 'War film']","['United States of America', 'Germany']",0.3,6.0,14.0,"['Arabic', 'English']",87019158.0,50140740.0,0.5762034608516897,"['United States of America', 'Canada', 'Germany']",,0,2,2,0.1387281332767866
4217,"('United Kingdom',)",4661494,tt0419677,/m/0cf_2d,dead man's shoes,2004.0,"['Crime Fiction', 'Thriller', 'Drama', 'Psychological thriller']",['United Kingdom'],0.0,0.0,8.0,['English'],225222.0,213445.0,0.9477093711981955,['United Kingdom'],Europe,1,1,1,0.11393902414204478
1265,"('United States of America', 'Canada')",706990,tt0332375,/m/034fs1,saved!,2004.0,"['LGBT', 'Parody', 'Indie', 'Comedy-drama', 'Satire', 'Coming of age', 'Comedy', 'Drama', 'Black comedy', 'Teen']",['United States of America'],0.5714285714285714,8.0,6.0,['English'],10275509.0,8940582.0,0.8700865329396335,"['United States of America', 'Canada']",North America,0,1,1,0.11393902414204478
8748,"('United Kingdom',)",35571053,tt1531901,/m/0gx8_8s,byzantium,2012.0,"['Thriller', 'Drama', 'Fantasy']",['United Kingdom'],0.6666666666666666,2.0,1.0,['English'],828284.0,382833.0,0.4622001632290374,['United Kingdom'],Europe,1,1,1,0.14683949153258502
7096,"('United States of America', 'Canada')",21153376,tt1277953,/m/05c26ss,madagascar 3: europe's most wanted,2012.0,"['Family Film', ""Children's/Family"", 'Adventure', 'Animation', 'Comedy']",['United States of America'],0.17647058823529413,3.0,14.0,['English'],713677482.0,216391482.0,0.30320626257337907,"['United States of America', 'Canada']",North America,0,1,1,0.14683949153258502
8272,"('United Kingdom',)",30824882,tt1410051,/m/0gfggdv,retreat,2011.0,['Thriller'],['United Kingdom'],0.4,2.0,3.0,"['English', 'American English']",4498.0,4498.0,1.0,['United Kingdom'],Europe,1,2,1,0.1468058717980621
7890,"('United States of America', 'Canada')",26999426,tt0458339,/m/0cc846d,captain america: the first avenger,2011.0,"['Thriller', 'Science Fiction', 'Superhero movie', 'Action/Adventure', 'Sci-Fi Thriller', 'Action', 'Sci-Fi Adventure']",['United States of America'],0.16666666666666666,4.0,20.0,"['English', 'Norwegian']",347542455.0,176654505.0,0.5082961878714933,"['United States of America', 'Canada']",North America,0,2,1,0.1468058717980621
1559,"('United Kingdom',)",957179,tt0325123,/m/03t8p6,bright young things,2003.0,"['Indie', 'Comedy of manners', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'War film']",['United Kingdom'],0.2222222222222222,4.0,14.0,['English'],2905499.0,1587828.0,0.5464906372364954,['United Kingdom'],Europe,1,1,1,0.11031165084496192
1471,"('India',)",903140,tt0374887,/m/03ndy9,munna bhai m.b.b.s.,2003.0,"['Crime Fiction', 'World cinema', 'Comedy', 'Bollywood']",['India'],0.3333333333333333,5.0,10.0,['Hindi'],3137716.0,2850298.0,0.908398975560567,['India'],Asia,0,1,1,0.11031165084496192
8560,"('Finland',)",33391353,tt0453365,/m/0h940yr,fc venus,2005.0,"['Sports', 'Romance Film', 'Comedy film']",['Finland'],0.5,1.0,1.0,['Finnish'],2163957.0,2163957.0,1.0,['Finland'],Europe,1,1,1,0.11766990042882075
965,"('United States of America', 'Canada')",535335,tt0407304,/m/02mmwk,war of the worlds,2005.0,"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Alien Film', 'Drama', 'Disaster', 'Action']",['United States of America'],0.29411764705882354,5.0,12.0,['English'],603873119.0,234280354.0,0.38796287933459084,"['United States of America', 'Canada']",North America,0,1,1,0.11766990042882075
5950,"('Spain',)",12153345,tt0306432,/m/02vrjq1,a mi madre le gustan las mujeres,2002.0,"['LGBT', 'Romantic comedy', 'Sex comedy', 'World cinema', 'Gay', 'Gay Interest', 'Comedy', 'Gay Themed']",['Spain'],0.5,3.0,3.0,['Spanish'],2447070.0,1605665.0,0.6561581810083079,['Spain'],Europe,1,1,1,0.10678584141223844
574,"('United States of America', 'Canada')",254132,tt0191074,/m/01lpnm,new best friend,2002.0,"['Thriller', 'Crime Thriller', 'Psychological thriller', 'Teen', 'Suspense']",['United States of America'],0.625,5.0,3.0,['English'],53534.0,46375.0,0.8662719019688422,"['United States of America', 'Canada']",North America,0,1,1,0.10678584141223844
1881,"('United Kingdom',)",1221714,tt0073812,/m/04jpk2,tommy,1975.0,"['Drama', 'Musical', 'Fantasy', 'Indie']","['England', 'United Kingdom']",0.23076923076923078,3.0,10.0,['English'],34273583.0,21461.0,0.0006261673896189961,['United Kingdom'],Europe,1,1,2,0.04617137618215136
30,"('United States of America', 'Canada', 'United Kingdom')",25491,tt0073629,/m/06cgf,the rocky horror picture show,1975.0,"['Parody', 'Sex comedy', 'Horror', 'Science Fiction', 'Cult', 'Musical', 'Comedy', 'Horror Comedy']","['United States of America', 'United Kingdom']",0.4583333333333333,11.0,13.0,['English'],115341126.0,115140898.0,0.9982640363680861,"['United States of America', 'Canada', 'United Kingdom']",,0,1,2,0.04617137618215136
7576,"('Romania',)",24643389,tt1360875,/m/07n97_y,katalin varga,2009.0,"['Crime Fiction', 'Thriller', 'Melodrama', 'Drama', 'World cinema']","['Romania', 'Hungary', 'United Kingdom']",,0.0,0.0,"['Romanian', 'Hungarian language']",28399.0,6969.0,0.24539596464664248,['Romania'],Europe,1,2,3,0.15798787892232502
6069,"('United States of America', 'Canada', 'United Kingdom', 'France')",12732451,tt0473705,/m/02x2jl_,state of play,2009.0,"['Thriller', 'Mystery', 'Drama', 'Political thriller', 'Crime Thriller', 'Political drama']","['United States of America', 'France', 'United Kingdom']",0.43478260869565216,10.0,13.0,"['English', 'Cantonese']",87812371.0,52148552.0,0.5938633862875653,"['United States of America', 'Canada', 'United Kingdom', 'France']",,0,2,3,0.15798787892232502
6156,"('Sweden',)",13344162,tt0483195,/m/03c2bxs,varannan vecka,2006.0,"['Romance Film', 'Drama', 'Comedy']",['Sweden'],0.3333333333333333,1.0,2.0,['Swedish'],1805346.0,1805346.0,1.0,['Sweden'],Europe,1,1,1,0.12150618972278616
2665,"('United States of America', 'Canada')",2075820,tt0417225,/m/06kh11,idlewild,2006.0,"['Crime Fiction', 'Gangster Film', 'Period piece', 'Musical', 'Drama', 'Romance Film', 'Musical Drama']",['United States of America'],0.3333333333333333,5.0,10.0,['English'],12643027.0,12571185.0,0.9943176582633257,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
7059,"('Norway',)",20822165,tt1054116,/m/0546dvl,den siste revejakta,2008.0,"['Crime Comedy', 'Comedy-drama', 'Comedy Thriller', 'Period piece', 'Comedy', 'Stoner film']",['Norway'],0.2,1.0,4.0,['Norwegian'],1988850.0,1988850.0,1.0,['Norway'],Europe,1,1,1,0.12950246950490452
5443,"('United States of America', 'Canada')",9054868,tt0770814,/m/027v_s6,tennessee,2008.0,"['Road movie', 'Family Drama', 'Drama', 'Indie']",['United States of America'],0.25,2.0,6.0,['English'],16100.0,16100.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.12950246950490452
8123,"('Italy',)",29044685,tt1242516,/m/0bwpjcn,barbarossa,2009.0,"['Thriller', 'World cinema', 'History', 'Action/Adventure', 'Period piece', 'Drama', 'Action']",['Italy'],0.3333333333333333,3.0,6.0,['English'],1189887.0,1189887.0,1.0,['Italy'],Europe,1,1,1,0.13366608507984354
1647,"('United States of America', 'Canada')",1022566,tt0436339,/m/03bx2lk,g-force,2009.0,"['Adventure', ""Children's/Family"", 'Animal Picture', ""Children's"", 'Comedy', 'Family Film']",['United States of America'],0.3333333333333333,13.0,26.0,['English'],283476333.0,119436770.0,0.4213288945006919,"['United States of America', 'Canada']",North America,0,1,1,0.13366608507984354
1731,"('United States of America', 'Canada')",1086222,tt0466665,/m/025rqdk,the architect,2006.0,"['Drama', 'Indie']",['United States of America'],0.42857142857142855,3.0,4.0,['English'],13737.0,13737.0,1.0,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
6129,"('United Kingdom',)",13169070,tt1051231,/m/02z9mgn,in the hands of the gods,2007.0,"['Sports', 'Road movie', 'Travel', 'Drama', 'Documentary']",['United Kingdom'],,,,[],65921.0,65921.0,1.0,['United Kingdom'],Europe,1,0,1,0.12153484093837973
6021,"('United Kingdom',)",12514161,tt0901507,/m/02w9why,rise of the footsoldier,2007.0,"['Crime Fiction', 'Action/Adventure', 'Gangster Film', 'Docudrama', 'Sports', 'Drama', 'Crime Thriller', 'Action']","['England', 'United Kingdom']",0.3,3.0,7.0,['English'],355345.0,344306.0,0.9689344158493858,['United Kingdom'],Europe,1,1,2,0.1344625380836463
4417,"('United States of America', 'Canada')",5208736,tt0804505,/m/0d7y2q,married life,2007.0,"['Crime Fiction', 'Romance Film', 'Drama', 'Period piece']","['United States of America', 'Canada']",0.25,2.0,6.0,['English'],2888315.0,1507990.0,0.5221002556854083,"['United States of America', 'Canada']",North America,0,1,2,0.1344625380836463
24,"('United Kingdom',)",17920,tt0079470,/m/04k2p,life of brian,1979.0,"['Cult', 'Parody', 'Comedy']",['United Kingdom'],0.06666666666666667,1.0,14.0,"['Latin', 'English']",20583844.0,299501.0,0.014550294881752893,['United Kingdom'],Europe,1,2,1,0.05088629664919528
142,"('United States of America', 'Canada')",68078,tt0078754,/m/0hv1t,all that jazz,1979.0,"['LGBT', 'Tragedy', 'Musical', 'Drama', 'Fantasy', 'New Hollywood']",['United States of America'],0.5333333333333333,8.0,7.0,"['English', 'Spanish']",37823676.0,37823676.0,1.0,"['United States of America', 'Canada']",North America,0,2,1,0.05088629664919528
5209,"('United Kingdom',)",7914630,tt0493450,/m/026jw4w,sixty six,2006.0,"['Indie', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy', 'Coming of age']",['United Kingdom'],0.2,2.0,8.0,['English'],1930133.0,1655560.0,0.8577440000248687,['United Kingdom'],Europe,1,1,1,0.12150618972278616
3190,"('United States of America', 'Canada')",2698486,tt0393735,/m/07yp85,the shaggy dog,2006.0,"['Family Film', 'Fantasy', 'Comedy']",['United States of America'],0.375,6.0,10.0,['English'],82823288.0,61123569.0,0.7379997881755189,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
5967,"('United Kingdom',)",12230323,tt1024255,/m/02vwrw3,wild child,2008.0,"['Romance Film', 'Drama', 'Comedy', 'Teen']","['United States of America', 'France', 'United Kingdom']",0.6896551724137931,20.0,9.0,['English'],21875937.0,9524380.0,0.43538157931246557,['United Kingdom'],Europe,1,1,3,0.14856679571196563
4028,"('United States of America', 'Canada', 'South Africa', 'New Zealand')",4223800,tt0443649,/m/0bqvqq,"10,000 bc",2008.0,"['Thriller', 'Adventure', 'Costume drama', 'Action/Adventure', 'Fantasy', 'Romance Film', 'Action']","['United States of America', 'South Africa', 'New Zealand']",0.25,2.0,6.0,['English'],267344175.0,96535494.0,0.3610906951685033,"['United States of America', 'Canada', 'South Africa', 'New Zealand']",,0,1,3,0.14856679571196563
4708,"('France',)",5935181,tt0421974,/m/0ffb0m,les chevaliers du ciel,2005.0,"['Thriller', 'Action/Adventure', 'Action', 'Adventure', 'World cinema']",['France'],0.3333333333333333,2.0,4.0,"['French', 'Arabic', 'English']",10709634.0,8197495.0,0.7654318532267302,['France'],Europe,1,3,1,0.12539088875814625
2530,"('United States of America', 'Canada')",1925048,tt0404030,/m/066klk,everything is illuminated,2005.0,"['Adventure', 'Road movie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation']",['United States of America'],0.4,2.0,3.0,"['Ukrainian', 'English', 'Russian']",3571414.0,1712337.0,0.47945631618177004,"['United States of America', 'Canada']",North America,0,3,1,0.12539088875814625
5158,"('Spain',)",7707787,tt0352230,/m/0bd62lc,carmen,2003.0,"['Romantic drama', 'Romance Film', 'Drama', 'World cinema']",['Spain'],0.16666666666666666,1.0,5.0,"['French', 'Spanish']",7899196.0,7320957.0,0.9267977399218857,['Spain'],Europe,1,2,1,0.11391193140174422
610,"('United States of America', 'Canada')",284697,tt0327850,/m/01pvs1,the rundown,2003.0,"['Thriller', 'Buddy film', 'Adventure', 'Jungle Film', 'Action Comedy', 'Action/Adventure', 'Adventure Comedy', 'Comedy', 'Action']",['United States of America'],0.09090909090909091,1.0,10.0,"['Portuguese', 'English']",69734004.0,47726342.0,0.6844055878391839,"['United States of America', 'Canada']",North America,0,2,1,0.11391193140174422
5316,"('Russia',)",8526620,tt0477337,/m/0276mv0,mechenosets,2006.0,['Action'],['Russia'],0.3333333333333333,1.0,2.0,['Russian'],4382251.0,4130000.0,0.9424380301356541,['Russia'],Europe,1,1,1,0.12150618972278616
3182,"('United States of America', 'Canada')",2688309,tt0409182,/m/07y21m,poseidon,2006.0,"['Disaster', 'Action/Adventure', 'Action', 'Thriller', 'Adventure']",['United States of America'],0.3333333333333333,5.0,10.0,['English'],157607555.0,60674817.0,0.38497403883969905,"['United States of America', 'Canada']",North America,0,1,1,0.12150618972278616
7335,"('Germany',)",23081594,tt0484382,/m/064nstb,one way,2006.0,"['Thriller', 'Indie', 'World cinema', 'Psychological thriller', 'Mystery', 'Crime Thriller']",['Germany'],0.3,3.0,7.0,[],2790884.0,2098019.0,0.7517399504959719,['Germany'],Europe,1,0,1,0.11769776824085758
2583,"('United States of America', 'Canada')",1997513,tt0416887,/m/06cvs2,kalamazoo?,2006.0,"['Road movie', 'Comedy']",['United States of America'],1.0,3.0,0.0,[],53609.0,53609.0,1.0,"['United States of America', 'Canada']",North America,0,0,1,0.11769776824085758
7024,"('France',)",20485358,tt1068632,/m/04zyl3f,agathe clery,2008.0,"['Satire', 'Comedy', 'Musical comedy']",['France'],1.0,3.0,0.0,['French'],10010898.0,9690769.0,0.9680219496792396,['France'],Europe,1,1,1,0.12950246950490452
5458,"('India',)",9121945,tt1024839,/m/027yfk2,de taali,2008.0,"['World cinema', 'Musical', 'Drama', 'Romantic drama', 'Romance Film', 'Bollywood']",['India'],0.4166666666666667,5.0,7.0,['Hindi'],2384775.0,2350118.0,0.9854673921019803,['India'],Asia,0,1,1,0.12950246950490452
6296,"('France',)",14427075,tt0258242,/m/03d35m_,loin,2001.0,"['Romantic drama', 'Drama']","['France', 'Spain']",0.375,3.0,5.0,"['French', 'Arabic', 'English', 'Spanish']",450824.0,450824.0,1.0,['France'],Europe,1,4,2,0.12215404541309936
420,"('United States of America', 'Canada', 'Australia')",171623,tt0139654,/m/01718w,training day,2001.0,"['Crime Fiction', 'Crime Thriller', 'Drama', 'Adventure', 'Thriller']","['United States of America', 'Australia']",0.21052631578947367,4.0,15.0,"['Russian', 'English', 'Standard Mandarin', 'Spanish']",95837512.0,79191263.0,0.8263075840282665,"['United States of America', 'Canada', 'Australia']",,0,4,2,0.12215404541309936
3872,"('Germany',)",3917900,tt0445946,/m/0b6qmv,the contract,2006.0,"['Crime Fiction', 'Thriller', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']","['United States of America', 'Germany']",0.3076923076923077,4.0,9.0,['English'],5548851.0,205027.0,0.03694945133686235,['Germany'],Europe,1,1,2,0.13027784423045566
3188,"('United States of America', 'Canada', 'Germany')",2696891,tt0413895,/m/07ykvh,charlotte's web,2006.0,"['Family Film', ""Children's"", 'Fantasy', 'Comedy', 'Animation']","['United States of America', 'Germany']",0.4117647058823529,7.0,10.0,['English'],148963822.0,86484414.0,0.5805732750331822,"['United States of America', 'Canada', 'Germany']",,0,1,2,0.13027784423045566
8572,"('Bulgaria',)",33529412,tt1737256,/m/0gvn9tr,the island,2011.0,"['Romance Film', 'Drama']","['Bulgaria', 'Sweden']",0.6666666666666666,2.0,1.0,"['French', 'English', 'Bulgarian']",73676.0,73676.0,1.0,['Bulgaria'],Europe,1,3,2,0.16192616494965498
7894,"('United States of America', 'Canada', 'Spain')",27070440,tt1605783,/m/0bs5vty,midnight in paris,2011.0,"['Romantic comedy', 'Romance Film', 'Comedy', 'Indie']","['United States of America', 'Spain']",0.4444444444444444,8.0,10.0,"['French', 'English', 'Spanish']",151672318.0,67602117.0,0.4457116360547743,"['United States of America', 'Canada', 'Spain']",,0,3,2,0.16192616494965498
