,tconst,Wiki_ID,Freebase_ID,movie,country,gross
0,tt0076843,2223709,/m/06x77g,the turning point,Domestic,"$25,933,445"
1,tt1257562,25183229,/m/09g9xh2,hadewijch,Domestic,"$5,006"
2,tt1257562,25183229,/m/09g9xh2,hadewijch,Portugal,"$10,104"
3,tt1257562,25183229,/m/09g9xh2,hadewijch,Poland,"$6,456"
4,tt1257562,25183229,/m/09g9xh2,hadewijch,Belgium,"$3,788"
5,tt1257562,25183229,/m/09g9xh2,hadewijch,United Kingdom,"$2,014"
6,tt1257562,25183229,/m/09g9xh2,hadewijch,Argentina,"$25,715"
7,tt1257562,25183229,/m/09g9xh2,hadewijch,Mexico,"$21,503"
8,tt0098261,7455727,/m/0kv7zn,scenes from the class struggle in beverly hills,Domestic,"$2,156,471"
9,tt1748179,31941863,/m/0gvrnx_,red lights,Domestic,"$52,624"
10,tt1748179,31941863,/m/0gvrnx_,red lights,Spain,"$4,026,519"
11,tt1748179,31941863,/m/0gvrnx_,red lights,United Kingdom,"$1,722,392"
12,tt1748179,31941863,/m/0gvrnx_,red lights,Italy,"$1,221,700"
13,tt1748179,31941863,/m/0gvrnx_,red lights,Netherlands,"$370,135"
14,tt1748179,31941863,/m/0gvrnx_,red lights,United Arab Emirates,"$311,501"
15,tt1748179,31941863,/m/0gvrnx_,red lights,Germany,"$281,449"
16,tt1748179,31941863,/m/0gvrnx_,red lights,Türkiye,"$251,112"
17,tt1748179,31941863,/m/0gvrnx_,red lights,Belgium,"$249,064"
18,tt1748179,31941863,/m/0gvrnx_,red lights,Ukraine,"$206,827"
19,tt1748179,31941863,/m/0gvrnx_,red lights,Portugal,"$140,291"
20,tt1748179,31941863,/m/0gvrnx_,red lights,Austria,"$84,150"
21,tt1748179,31941863,/m/0gvrnx_,red lights,Hungary,"$47,992"
22,tt1748179,31941863,/m/0gvrnx_,red lights,Lebanon,"$25,667"
23,tt1748179,31941863,/m/0gvrnx_,red lights,Croatia,"$11,330"
24,tt1748179,31941863,/m/0gvrnx_,red lights,Mexico,"$1,313,401"
25,tt1748179,31941863,/m/0gvrnx_,red lights,Brazil,"$503,627"
26,tt1748179,31941863,/m/0gvrnx_,red lights,Venezuela,"$314,314"
27,tt1748179,31941863,/m/0gvrnx_,red lights,Peru,"$193,284"
28,tt1748179,31941863,/m/0gvrnx_,red lights,Argentina,"$184,393"
