,tconst,Wiki_ID,Freebase_ID,movie,country,gross
0,tt0090180,963052,/m/03tt1c,to live and die in l.a.,Domestic,"$17,307,019"
1,tt0298408,474031,/m/02dvnt,laurel canyon,Domestic,"$3,663,356"
2,tt0298408,474031,/m/02dvnt,laurel canyon,Greece,"$128,700"
3,tt0298408,474031,/m/02dvnt,laurel canyon,Germany,"$93,858"
4,tt0298408,474031,/m/02dvnt,laurel canyon,Norway,"$5,912"
5,tt0298408,474031,/m/02dvnt,laurel canyon,Mexico,"$181,978"
6,tt0298408,474031,/m/02dvnt,laurel canyon,Australia,"$94,825"
7,tt0117332,18629144,/m/04gsqs_,phat beach,Domestic,"$1,383,553"
8,tt0062136,2885119,/m/0892q2,playtime,Retrospective Jacques Tati,France
9,tt0062136,2885119,/m/0892q2,playtime,2003 Re-release,Portugal
10,tt0062136,2885119,/m/0892q2,playtime,Original Release,"APAC, EMEA"
11,tt0062136,2885119,/m/0892q2,playtime,2021 Re-release,Australia
12,tt0062136,2885119,/m/0892q2,playtime,France,"$50,573"
13,tt0062136,2885119,/m/0892q2,playtime,Portugal,"$12,464"
14,tt0062136,2885119,/m/0892q2,playtime,Türkiye,$932
15,tt0101917,2933385,/m/08dl83,freddy's dead: the final nightmare,Domestic,"$34,872,033"
16,tt0988047,12213090,/m/02vw2b6,traitor,Original Release,29 markets
17,tt0988047,12213090,/m/02vw2b6,traitor,2011 Re-release,Bolivia
18,tt0988047,12213090,/m/02vw2b6,traitor,Domestic,"$23,530,831"
19,tt0988047,12213090,/m/02vw2b6,traitor,Australia,"$803,476"
20,tt0988047,12213090,/m/02vw2b6,traitor,New Zealand,"$86,320"
21,tt0988047,12213090,/m/02vw2b6,traitor,Thailand,"$84,349"
22,tt0988047,12213090,/m/02vw2b6,traitor,Singapore,"$46,374"
23,tt0988047,12213090,/m/02vw2b6,traitor,Mexico,"$543,001"
24,tt0988047,12213090,/m/02vw2b6,traitor,Brazil,"$226,627"
25,tt0988047,12213090,/m/02vw2b6,traitor,Venezuela,"$135,340"
