,tconst,Wiki_ID,Freebase_ID,movie,country,gross
0,tt0114888,9105327,/m/027xtd9,the walking dead,Domestic,"$6,014,341"
1,tt0367478,2350630,/m/075tz_,wake of death,Original Release,"China, EMEA"
2,tt0367478,2350630,/m/075tz_,wake of death,2009 Re-release,Hong Kong
3,tt0367478,2350630,/m/075tz_,wake of death,Spain,"$265,255"
4,tt0367478,2350630,/m/075tz_,wake of death,United Arab Emirates,"$187,545"
5,tt0367478,2350630,/m/075tz_,wake of death,China,"$67,444"
6,tt0367478,2350630,/m/075tz_,wake of death,Hong Kong,"$1,674"
7,tt0044863,2200771,/m/06vf_w,macao,Original Release,Domestic
8,tt0044863,2200771,/m/06vf_w,macao,2008 Re-release,France
9,tt0044863,2200771,/m/06vf_w,macao,France,"$3,530"
10,tt0417614,9470281,/m/028b593,dreamland,Domestic,"$6,383"
11,tt0790604,7330661,/m/0kv57c,deck the halls,Domestic,"$35,093,569"
12,tt0790604,7330661,/m/0kv57c,deck the halls,United Kingdom,"$3,945,357"
13,tt0790604,7330661,/m/0kv57c,deck the halls,Spain,"$1,165,746"
14,tt0790604,7330661,/m/0kv57c,deck the halls,Italy,"$546,798"
15,tt0790604,7330661,/m/0kv57c,deck the halls,Greece,"$218,774"
16,tt0790604,7330661,/m/0kv57c,deck the halls,Belgium,"$212,371"
17,tt0790604,7330661,/m/0kv57c,deck the halls,Hungary,"$187,064"
18,tt0790604,7330661,/m/0kv57c,deck the halls,Ukraine,"$168,266"
19,tt0790604,7330661,/m/0kv57c,deck the halls,Romania,"$133,403"
20,tt0790604,7330661,/m/0kv57c,deck the halls,South Africa,"$98,339"
21,tt0790604,7330661,/m/0kv57c,deck the halls,France,"$91,580"
22,tt0790604,7330661,/m/0kv57c,deck the halls,Latvia,"$79,611"
23,tt0790604,7330661,/m/0kv57c,deck the halls,Iceland,"$64,874"
24,tt0790604,7330661,/m/0kv57c,deck the halls,Portugal,"$59,865"
25,tt0790604,7330661,/m/0kv57c,deck the halls,United Arab Emirates,"$56,414"
26,tt0790604,7330661,/m/0kv57c,deck the halls,Lithuania,"$55,189"
27,tt0790604,7330661,/m/0kv57c,deck the halls,Bulgaria,"$54,990"
28,tt0790604,7330661,/m/0kv57c,deck the halls,Slovenia,"$36,327"
29,tt0790604,7330661,/m/0kv57c,deck the halls,Kuwait,"$32,236"
30,tt0790604,7330661,/m/0kv57c,deck the halls,Bahrain,"$26,140"
31,tt0790604,7330661,/m/0kv57c,deck the halls,Poland,"$17,589"
32,tt0790604,7330661,/m/0kv57c,deck the halls,Qatar,"$14,509"
33,tt0790604,7330661,/m/0kv57c,deck the halls,Sweden,"$12,463"
34,tt0790604,7330661,/m/0kv57c,deck the halls,Lebanon,"$12,241"
35,tt0790604,7330661,/m/0kv57c,deck the halls,Estonia,"$7,794"
36,tt0790604,7330661,/m/0kv57c,deck the halls,Jordan,"$7,729"
37,tt0790604,7330661,/m/0kv57c,deck the halls,Oman,"$3,097"
38,tt0790604,7330661,/m/0kv57c,deck the halls,Mexico,"$1,169,660"
39,tt0790604,7330661,/m/0kv57c,deck the halls,Venezuela,"$705,380"
