,tconst,Wiki_ID,Freebase_ID,movie,country,gross
0,tt1532957,23257851,/m/0660ln2,paa,Domestic,"$199,228"
1,tt1532957,23257851,/m/0660ln2,paa,India,"$9,466,207"
2,tt1532957,23257851,/m/0660ln2,paa,Australia,"$22,869"
3,tt1532957,23257851,/m/0660ln2,paa,New Zealand,"$8,325"
4,tt0120082,600320,/m/02v5_g,scream 2,Original Release,Domestic
5,tt0120082,600320,/m/02v5_g,scream 2,2020 Re-release,New Zealand
6,tt0120082,600320,/m/02v5_g,scream 2,25 Year Anniversary,Domestic
7,tt0120082,600320,/m/02v5_g,scream 2,2022 Re-release,Australia
8,tt0120082,600320,/m/02v5_g,scream 2,Domestic,"$101,363,301"
9,tt0120082,600320,/m/02v5_g,scream 2,New Zealand,$503
10,tt0168449,4335073,/m/0bxq_w,the adventures of sebastian cole,Domestic,"$100,841"
11,tt0109129,2272726,/m/06_x4w,angie,Domestic,"$9,398,308"
12,tt0105265,6286627,/m/0f_jd3,a river runs through it,Domestic,"$43,440,294"
13,tt0107840,1962192,/m/06974q,poetic justice,Domestic,"$27,515,786"
14,tt1328634,19093155,/m/04jlxvb,new york,Domestic,"$997,437"
15,tt1328634,19093155,/m/04jlxvb,new york,United Kingdom,"$666,935"
16,tt1328634,19093155,/m/04jlxvb,new york,Egypt,"$21,201"
17,tt1328634,19093155,/m/04jlxvb,new york,South Africa,"$19,162"
18,tt1328634,19093155,/m/04jlxvb,new york,Australia,"$199,075"
19,tt1328634,19093155,/m/04jlxvb,new york,New Zealand,"$32,010"
20,tt0074695,449352,/m/029t7x,cross of iron,New Zealand,$201
21,tt0203009,142481,/m/011yxg,moulin rouge!,Original Release,64 markets
22,tt0203009,142481,/m/011yxg,moulin rouge!,2017 Re-release,United Kingdom
23,tt0203009,142481,/m/011yxg,moulin rouge!,2020 Re-release,APAC
24,tt0203009,142481,/m/011yxg,moulin rouge!,Domestic,"$57,386,607"
25,tt0203009,142481,/m/011yxg,moulin rouge!,United Kingdom,"$32,733,745"
26,tt0203009,142481,/m/011yxg,moulin rouge!,Germany,"$7,787,853"
27,tt0203009,142481,/m/011yxg,moulin rouge!,Spain,"$7,495,637"
28,tt0203009,142481,/m/011yxg,moulin rouge!,France,"$6,516,910"
29,tt0203009,142481,/m/011yxg,moulin rouge!,Italy,"$4,242,609"
30,tt0203009,142481,/m/011yxg,moulin rouge!,Sweden,"$3,089,625"
31,tt0203009,142481,/m/011yxg,moulin rouge!,Belgium,"$2,138,464"
32,tt0203009,142481,/m/011yxg,moulin rouge!,Switzerland,"$1,989,032"
33,tt0203009,142481,/m/011yxg,moulin rouge!,Netherlands,"$1,648,589"
34,tt0203009,142481,/m/011yxg,moulin rouge!,Norway,"$1,385,800"
35,tt0203009,142481,/m/011yxg,moulin rouge!,Greece and Cyprus,"$1,187,550"
36,tt0203009,142481,/m/011yxg,moulin rouge!,Finland,"$1,052,169"
37,tt0203009,142481,/m/011yxg,moulin rouge!,Israel,"$1,009,628"
38,tt0203009,142481,/m/011yxg,moulin rouge!,Austria,"$912,956"
39,tt0203009,142481,/m/011yxg,moulin rouge!,S/E/W Africa,"$839,870"
40,tt0203009,142481,/m/011yxg,moulin rouge!,Portugal,"$799,983"
41,tt0203009,142481,/m/011yxg,moulin rouge!,Poland,"$748,069"
42,tt0203009,142481,/m/011yxg,moulin rouge!,Hungary,"$526,123"
43,tt0203009,142481,/m/011yxg,moulin rouge!,Türkiye,"$487,402"
44,tt0203009,142481,/m/011yxg,moulin rouge!,Czech Republic/Slovakia,"$475,693"
45,tt0203009,142481,/m/011yxg,moulin rouge!,Czech Republic,"$422,456"
46,tt0203009,142481,/m/011yxg,moulin rouge!,Denmark,"$363,403"
